Name,gauss(o=0_w=0.5_c=8),gauss(o=3_w=2_c=8),repulsion(o=0_c=8),hydrophobic(g=0.5_b=1.5_c=8),non_hydrophobic(g=0.5_b=1.5_c=8),vdw(i=6_j=12_s=1_^=100_c=8),non_dir_h_bond_lj(o=-0.7_^=100_c=8),non_dir_anti_h_bond_quadratic(o=0_c=8),non_dir_h_bond(g=-0.7_b=0_c=8),acceptor_acceptor_quadratic(o=0_c=8),donor_donor_quadratic(o=0_c=8),electrostatic(i=2_^=100_c=8),ad4_solvation(d-sigma=3.6_s/q=0.01097_c=8),num_tors_add,num_tors_sqr,num_tors_sqrt,num_tors_div,num_tors_div_simple,ligand_length,num_ligands,num_heavy_atoms_div,num_heavy_atoms,num_hydrophobic_atoms
1kvo_pa2ga_C00847115_decoy1,117.89936,1592.94743,1.92818,50.01768,96.13312,-720.04804,-18.05762,0.00099,2.23304,0.00099,0.00000,0.26656,24.64842,10.00000,2.00000,0.14142,0.00000,0.00000,10.00000,1.00000,0.00000,1.70000,0.90000
1kvo_pa2ga_C00848978_decoy1,85.39209,1272.59676,1.16019,54.69494,55.89915,-567.30695,-7.15605,0.00000,0.83651,0.00000,0.00000,0.21937,17.09224,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.40000,0.85000
1kvo_pa2ga_C00875227_decoy1,88.98321,1618.71928,1.79123,54.87992,74.11647,-692.34684,-5.92271,0.00000,0.79347,0.00000,0.00000,0.28477,13.37894,8.00000,1.28000,0.12649,0.00000,0.00000,8.00000,1.00000,0.00000,1.60000,0.80000
1kvo_pa2ga_C00877784_decoy1,100.62793,1695.45634,1.98606,37.33154,117.17950,-716.19680,-22.50770,0.18331,2.70733,0.18204,0.00126,0.22309,18.91005,8.00000,1.28000,0.12649,0.00000,0.00000,10.00000,1.00000,0.00000,1.55000,0.65000
1kvo_pa2ga_C00883547_decoy1,93.72589,1642.48904,2.66645,52.99774,91.93834,-685.62606,-9.68862,0.41795,1.01489,0.05507,0.36288,0.25282,16.17470,7.00000,0.98000,0.11832,0.00000,0.00000,10.00000,1.00000,0.00000,1.65000,0.75000
1kvo_pa2ga_C00890851_decoy1,94.14579,1517.73056,2.44326,25.17430,100.84826,-652.51184,-16.43744,0.00000,2.35140,0.00000,0.00000,0.27443,8.91676,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.50000,0.55000
1kvo_pa2ga_C00899183_decoy1,116.55489,1599.66167,2.62549,38.32417,126.61006,-731.64962,-20.26665,0.01029,2.49852,0.32615,0.00757,0.25339,12.28630,7.00000,0.98000,0.11832,0.00000,0.00000,6.00000,1.00000,0.00000,1.40000,0.45000
1kvo_pa2ga_C00915811_decoy1,73.35429,1328.17743,0.86765,43.52210,58.58446,-568.57237,-9.93631,0.00140,1.27400,0.00140,0.00000,0.38218,27.29534,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.40000,0.55000
1kvo_pa2ga_C00933632_decoy1,87.41617,1400.98678,0.73709,47.76817,73.93916,-606.24877,-6.38225,0.00000,0.30207,0.00000,0.00000,0.21370,2.84703,12.00000,2.88000,0.15492,0.00000,0.00000,10.00000,1.00000,0.00000,1.90000,0.90000
1kvo_pa2ga_C00938075_decoy1,72.33119,1274.55755,2.62219,19.46532,94.49367,-534.28194,-27.16437,0.45248,3.83589,0.80702,0.00000,0.23887,22.22689,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.20000,0.40000
1kvo_pa2ga_C00938149_decoy1,103.99329,1538.31813,1.84493,45.56159,65.24892,-654.42884,-17.92192,0.00000,2.05597,0.46551,0.00572,0.22397,7.86153,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.40000,0.75000
1kvo_pa2ga_C00942823_decoy1,87.47420,1251.80853,2.16717,16.61745,113.79361,-568.07795,-22.14076,0.16184,2.48003,0.16055,0.00129,0.16491,14.10839,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.10000,0.30000
1kvo_pa2ga_C00947474_decoy1,79.84539,1173.62484,0.57439,32.36963,60.81502,-547.30309,-4.80870,0.00000,0.53273,0.00000,0.00000,0.19517,11.72300,8.00000,1.28000,0.12649,0.00000,0.00000,8.00000,1.00000,0.00000,1.45000,0.60000
1kvo_pa2ga_C00951643_decoy1,69.66136,1187.61556,0.52531,40.94401,55.61341,-522.54552,-2.84138,0.10099,0.00000,0.00000,0.10099,0.20207,8.42111,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.00000,0.55000
1kvo_pa2ga_C00961243_decoy1,98.36994,1538.47460,0.96018,44.10837,70.69569,-652.22078,-9.94903,0.03371,1.01360,0.03371,0.00000,0.24677,12.23063,8.00000,1.28000,0.12649,0.00000,0.00000,10.00000,1.00000,0.00000,1.45000,0.55000
1kvo_pa2ga_C01013303_decoy1,78.15155,1296.65561,1.50366,50.55231,60.67037,-542.43167,-11.23937,0.09451,1.41909,0.09451,0.08968,0.20667,9.35091,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.10000,0.60000
1kvo_pa2ga_C01031899_decoy1,86.33683,1567.55540,1.88081,13.52461,94.53315,-626.78643,-14.70773,0.00000,1.71048,0.00000,0.00000,0.22191,13.69352,7.00000,0.98000,0.11832,0.00000,0.00000,4.00000,1.00000,0.00000,1.40000,0.45000
1kvo_pa2ga_C01042266_decoy1,81.06378,1282.23768,4.28138,54.33995,53.50508,-535.42389,-8.02276,0.00000,0.81395,0.04707,0.12448,0.14161,21.82372,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.25000,0.75000
1kvo_pa2ga_C01045002_decoy1,97.84676,1581.99161,1.92761,58.16169,62.08512,-660.51785,-16.98472,0.00396,2.06096,0.31961,0.13050,0.19846,16.16573,8.00000,1.28000,0.12649,0.00000,0.00000,8.00000,1.00000,0.00000,1.45000,0.75000
1kvo_pa2ga_C01054760_decoy1,70.44126,1230.00519,0.91825,31.33757,85.34657,-529.81561,-9.68951,0.20228,1.11494,0.20228,0.00000,0.18090,15.15883,6.00000,0.72000,0.10954,0.00000,0.00000,4.00000,1.00000,0.00000,1.20000,0.45000
1kvo_pa2ga_C01083499_decoy1,79.78077,1277.85182,1.17574,46.72697,58.00567,-547.73620,-11.18779,0.00000,1.21661,0.00000,0.00000,0.28355,15.07534,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.45000,0.80000
1kvo_pa2ga_C01090668_decoy1,60.01719,829.48311,0.65734,16.70547,56.53433,-329.72653,-6.17112,0.00000,0.45070,0.09953,0.00000,0.12588,8.84317,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.55000,0.55000
1kvo_pa2ga_C01092933_decoy1,92.18447,1178.16879,1.13168,43.42534,58.73311,-549.06302,-6.51291,0.00000,0.49952,0.00000,0.00000,0.20331,11.75721,5.00000,0.50000,0.10000,0.00000,0.00000,8.00000,1.00000,0.00000,1.35000,0.65000
1kvo_pa2ga_C01115822_decoy1,85.72476,1386.05665,0.99809,38.38605,55.56384,-584.19558,-6.26111,0.00000,0.64627,0.00000,0.00000,0.29645,16.62815,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.70000,0.80000
1kvo_pa2ga_C01115823_decoy1,80.03457,1400.06453,2.45187,45.09601,58.18946,-600.86417,-9.63063,0.02737,1.04690,0.02737,0.00000,0.32014,16.18904,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.70000,0.80000
1kvo_pa2ga_C01115825_decoy1,85.03279,1389.27598,1.53118,40.29782,54.66465,-590.02481,-7.74427,0.00000,0.97623,0.00000,0.00000,0.29301,16.63398,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.70000,0.80000
1kvo_pa2ga_C01115827_decoy1,92.36327,1409.60330,1.30843,41.18960,68.62346,-586.24929,-12.84694,0.00000,1.41451,0.00000,0.00000,0.37716,17.52666,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.70000,0.80000
1kvo_pa2ga_C01116452_decoy1,90.08457,1561.82290,1.03674,35.62950,63.54449,-660.37889,-17.31086,0.08507,1.84861,0.20937,0.00000,0.24674,12.76438,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.45000,0.95000
1kvo_pa2ga_C01145108_decoy1,60.07769,996.97309,0.65325,40.90807,27.91654,-406.78695,-4.86573,0.00000,0.48170,0.00000,0.00000,0.27248,11.45057,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.30000,0.55000
1kvo_pa2ga_C01145541_decoy1,117.90927,1658.00625,2.03114,32.11686,108.56247,-735.81824,-21.50554,0.46797,2.53121,0.46797,0.00000,0.23832,14.61615,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.50000,0.65000
1kvo_pa2ga_C01148091_decoy1,61.77253,881.60350,0.26612,21.62661,34.92046,-371.15561,-2.45452,0.00000,0.00000,0.00000,0.00000,0.14338,7.31070,4.00000,0.32000,0.08944,0.00000,0.00000,6.00000,1.00000,0.00000,1.30000,0.55000
1kvo_pa2ga_C01150364_decoy1,89.66931,1569.03069,0.94449,35.25738,91.40412,-678.82917,-11.49789,0.10951,1.56515,0.10951,0.00000,0.33414,20.12726,7.00000,0.98000,0.11832,0.00000,0.00000,10.00000,1.00000,0.00000,1.50000,0.75000
1kvo_pa2ga_C01157891_decoy1,69.15815,1067.39407,0.74124,53.21122,27.70066,-478.76943,-8.39782,0.00000,1.18352,0.00000,0.00000,0.22278,17.20728,6.00000,0.72000,0.10954,0.00000,0.00000,8.00000,1.00000,0.00000,1.35000,0.65000
1kvo_pa2ga_C01160123_decoy1,69.15993,1210.92424,0.50219,38.88769,62.18172,-497.97239,-8.20576,0.01623,1.03710,0.01623,0.00000,0.35642,21.87703,7.00000,0.98000,0.11832,0.00000,0.00000,10.00000,1.00000,0.00000,1.35000,0.80000
1kvo_pa2ga_C01183016_decoy1,42.97975,797.60901,0.71430,46.39684,7.47949,-326.87050,-0.31940,0.00000,0.00000,0.00000,0.00000,0.08718,6.29323,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.30000,0.85000
1kvo_pa2ga_C01220721_decoy1,86.70917,1457.07278,1.57039,44.65492,54.24576,-602.31407,-6.43176,0.05275,0.45532,0.05275,0.00000,0.16862,20.09742,5.00000,0.50000,0.10000,0.00000,0.00000,4.00000,1.00000,0.00000,1.65000,0.90000
1kvo_pa2ga_C01224567_decoy1,106.66837,1744.76806,1.39771,50.94248,77.97796,-750.71526,-10.38491,0.00000,1.51486,0.00000,0.00000,0.29714,16.38918,9.00000,1.62000,0.13416,0.00000,0.00000,10.00000,1.00000,0.00000,1.65000,0.80000
1kvo_pa2ga_C01232915_decoy1,43.68281,804.52467,0.35840,24.24509,16.19593,-338.26006,-1.01609,0.00000,0.00000,0.00000,0.00000,0.14010,10.54548,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.05000,0.50000
1kvo_pa2ga_C01238085_decoy1,76.49094,1185.15913,2.05936,36.04581,93.32811,-518.23056,-18.45594,0.67279,1.71088,0.67279,0.00000,0.15141,-2.58817,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.00000,0.40000
1kvo_pa2ga_C01238279_decoy1,60.74144,871.15235,0.71118,8.60118,58.91500,-396.03883,-9.00065,0.03927,1.35508,0.03927,0.00000,0.12510,11.43541,3.00000,0.18000,0.07746,0.00000,0.00000,4.00000,1.00000,0.00000,0.90000,0.25000
1kvo_pa2ga_C01246112_decoy1,62.88906,1007.37555,0.86905,19.99056,75.35402,-420.39321,-4.19154,0.00000,0.31872,0.00000,0.00000,0.10728,3.98728,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.05000,0.35000
1kvo_pa2ga_C01262495_decoy1,71.48968,1062.53052,0.72005,40.53344,50.07507,-494.97387,-6.16954,0.00017,0.65409,0.00017,0.00000,0.17050,13.83437,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.60000,0.80000
1kvo_pa2ga_C01278834_decoy1,69.38553,1333.27965,2.20171,28.30714,78.26804,-535.30045,-13.81879,0.05779,1.41852,0.05779,0.35313,0.20098,7.05024,4.00000,0.32000,0.08944,0.00000,0.00000,6.00000,1.00000,0.00000,1.40000,0.55000
1kvo_pa2ga_C01286910_decoy1,69.74214,1220.33370,0.49691,31.78391,51.44938,-537.95581,-4.60806,0.00000,0.47377,0.00000,0.00000,0.22578,14.80660,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.10000,0.55000
1kvo_pa2ga_C01298110_decoy1,80.18936,1275.26967,1.03898,34.71710,66.02893,-547.14571,-4.46020,0.00000,0.00000,0.00000,0.00000,0.17041,5.14301,4.00000,0.32000,0.08944,0.00000,0.00000,6.00000,1.00000,0.00000,1.20000,0.35000
1kvo_pa2ga_C01387948_decoy1,70.06276,1352.36993,1.74665,34.46720,58.36978,-540.83342,-9.73721,0.00537,1.52460,0.00537,0.00000,0.15763,16.24147,6.00000,0.72000,0.10954,0.00000,0.00000,8.00000,1.00000,0.00000,1.20000,0.45000
1kvo_pa2ga_C01392025_decoy1,67.53107,1539.65911,1.58136,31.23817,55.98559,-590.60142,-2.14123,0.00000,0.00000,0.00000,0.00000,0.11556,14.64269,3.00000,0.18000,0.07746,0.00000,0.00000,2.00000,1.00000,0.00000,1.50000,0.65000
1kvo_pa2ga_C01400616_decoy1,74.34394,1319.28996,1.68773,29.04753,69.55730,-532.47589,-10.83851,0.02258,1.51206,0.02258,0.00000,0.32520,25.43839,3.00000,0.18000,0.07746,0.00000,0.00000,2.00000,1.00000,0.00000,1.10000,0.45000
1kvo_pa2ga_C01437233_decoy1,67.78985,1038.17474,0.72908,48.87070,40.51465,-453.16921,-4.64040,0.00000,0.53318,0.00000,0.00000,0.20715,6.65306,5.00000,0.50000,0.10000,0.00000,0.00000,8.00000,1.00000,0.00000,1.25000,0.50000
1kvo_pa2ga_C01480725_decoy1,62.94962,1340.40036,1.86573,41.77686,58.72218,-525.33478,-20.62862,0.00104,2.91199,0.46760,0.20838,0.20491,11.85457,8.00000,1.28000,0.12649,0.00000,0.00000,8.00000,1.00000,0.00000,1.45000,0.50000
1kvo_pa2ga_C01513919_decoy1,109.77082,1669.58532,1.26744,53.32893,82.88989,-722.49829,-13.32447,0.06072,1.34213,0.06072,0.00000,0.19062,24.31575,12.00000,2.88000,0.15492,0.00000,0.00000,12.00000,1.00000,0.00000,1.80000,0.70000
1kvo_pa2ga_C01560790_decoy1,56.93590,931.77004,0.41904,23.41443,43.74172,-393.73497,-4.83017,0.00000,0.39189,0.00000,0.00000,0.17643,8.96112,6.00000,0.72000,0.10954,0.00000,0.00000,8.00000,1.00000,0.00000,1.25000,0.60000
1kvo_pa2ga_C01665833_decoy1,111.25900,1606.89688,2.36293,91.74417,26.31988,-694.45623,-7.62588,0.02677,1.14464,0.02677,0.00000,0.26089,4.55226,12.00000,2.88000,0.15492,0.00000,0.00000,8.00000,1.00000,0.00000,1.60000,1.25000
1kvo_pa2ga_C01668755_decoy1,71.47734,958.17339,0.66193,26.72605,60.75339,-441.85686,-5.82845,0.00796,0.15373,0.00796,0.00000,0.25424,16.70212,6.00000,0.72000,0.10954,0.00000,0.00000,4.00000,1.00000,0.00000,1.55000,0.50000
1kvo_pa2ga_C01688061_decoy1,87.99286,1259.14050,1.28261,64.81626,42.93938,-562.31841,-5.76790,0.00000,0.67858,0.00000,0.00000,0.21379,19.30852,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.40000,0.80000
1kvo_pa2ga_C01710338_decoy1,57.12373,943.29422,0.92922,30.40667,50.20479,-376.12050,-8.64388,0.06557,0.89432,0.06557,0.00000,0.15700,13.33494,4.00000,0.32000,0.08944,0.00000,0.00000,6.00000,1.00000,0.00000,0.85000,0.45000
1kvo_pa2ga_C01741748_decoy1,70.18467,1316.69415,0.56378,46.77616,53.26010,-557.73134,-6.71690,0.06642,0.61926,0.06642,0.00000,0.23207,11.88909,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.35000,0.75000
1kvo_pa2ga_C01761471_decoy1,101.52769,1571.90444,1.02495,14.25033,126.60006,-675.42936,-12.33172,0.00000,1.13465,0.00000,0.00000,0.29433,16.98630,12.00000,2.88000,0.15492,0.00000,0.00000,6.00000,1.00000,0.00000,1.80000,0.30000
1kvo_pa2ga_C01815572_decoy1,110.72755,2202.02479,3.18280,60.63273,87.52798,-866.77577,-16.53749,0.00004,1.89290,0.00004,0.00000,0.45085,1.96393,9.00000,1.62000,0.13416,0.00000,0.00000,14.00000,1.00000,0.00000,2.10000,1.20000
1kvo_pa2ga_C01839984_decoy1,85.56794,1272.60389,2.68904,25.65373,84.16183,-574.75708,-7.80150,0.00000,0.99491,0.00000,0.00000,0.21364,13.98534,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.35000,0.35000
1kvo_pa2ga_C01839985_decoy1,84.51522,1466.82876,0.74927,27.55831,97.59802,-643.97959,-7.40855,0.00000,0.87706,0.00000,0.00000,0.27212,18.17631,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.35000,0.35000
1kvo_pa2ga_C01850653_decoy1,48.29375,864.41824,1.23482,29.32939,31.95405,-357.65431,-3.28687,0.01808,0.29634,0.01808,0.00000,0.11487,16.23762,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.55000,0.60000
1kvo_pa2ga_C01878450_decoy1,78.57157,1333.56200,0.83232,25.38806,77.88899,-557.12489,-10.27638,0.01745,0.93408,0.01745,0.00000,0.13336,14.81549,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.70000,0.50000
1kvo_pa2ga_C01882634_decoy1,47.23363,981.22567,0.45726,10.94694,51.53331,-399.75222,-4.19985,0.00008,0.57037,0.00008,0.00000,0.12742,11.00854,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.45000,0.45000
1kvo_pa2ga_C01904318_decoy1,61.29752,1019.88444,0.30021,23.67603,49.12620,-416.01961,-4.99815,0.00000,0.19199,0.00000,0.00000,0.12985,8.51820,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.00000,0.25000
1kvo_pa2ga_C02059148_decoy1,105.81749,1747.94744,1.23477,50.58077,61.40207,-720.87051,-10.85852,0.00117,1.38018,0.00117,0.00000,0.22874,14.58792,11.00000,2.42000,0.14832,0.00000,0.00000,14.00000,1.00000,0.00000,1.65000,0.90000
1kvo_pa2ga_C02069699_decoy1,60.87961,1159.34114,0.82775,16.38186,68.16090,-456.55411,-12.70160,0.00000,1.60583,0.00000,0.04192,0.22312,7.78871,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.10000,0.35000
1kvo_pa2ga_C02071409_decoy1,65.42849,1234.93631,0.85380,42.04968,27.21284,-509.18210,-1.24712,0.05798,0.00000,0.05798,0.00000,0.11494,9.16329,3.00000,0.18000,0.07746,0.00000,0.00000,4.00000,1.00000,0.00000,1.40000,0.80000
1kvo_pa2ga_C02096750_decoy1,72.37046,1338.38181,1.77769,61.76808,38.80434,-553.49228,-5.97392,0.00000,0.59972,0.00000,0.00000,0.20271,9.16395,6.00000,0.72000,0.10954,0.00000,0.00000,8.00000,1.00000,0.00000,1.45000,0.80000
1kvo_pa2ga_C02105349_decoy1,83.97234,1456.27110,1.13931,39.71398,73.28588,-624.81212,-13.40855,0.03235,1.67182,0.03235,0.02183,0.40515,21.05249,8.00000,1.28000,0.12649,0.00000,0.00000,10.00000,1.00000,0.00000,1.60000,0.80000
1kvo_pa2ga_C02105376_decoy1,81.15275,1559.47355,1.54708,63.77645,52.57778,-646.28333,-5.45166,0.00060,0.22902,0.00000,0.00060,0.29679,15.92558,7.00000,0.98000,0.11832,0.00000,0.00000,6.00000,1.00000,0.00000,1.60000,0.90000
1kvo_pa2ga_C02109321_decoy1,89.74667,1638.27161,2.80792,44.51583,92.14940,-670.51125,-13.44750,0.20291,1.61290,0.20291,0.00000,0.39178,22.16763,10.00000,2.00000,0.14142,0.00000,0.00000,6.00000,1.00000,0.00000,1.80000,0.80000
1kvo_pa2ga_C02117054_decoy1,94.98921,1875.57670,1.52238,58.50330,73.19114,-761.10117,-9.64874,0.24996,0.98965,0.24996,0.00000,0.37851,22.60896,8.00000,1.28000,0.12649,0.00000,0.00000,12.00000,1.00000,0.00000,1.75000,0.85000
1kvo_pa2ga_C02118747_decoy1,100.10568,1559.85288,2.18638,56.88503,98.22961,-676.12910,-20.23590,0.01474,2.81238,0.01474,0.00000,0.36446,14.46192,8.00000,1.28000,0.12649,0.00000,0.00000,14.00000,1.00000,0.00000,1.55000,0.85000
