Name,gauss(o=0_w=0.5_c=8),gauss(o=3_w=2_c=8),repulsion(o=0_c=8),hydrophobic(g=0.5_b=1.5_c=8),non_hydrophobic(g=0.5_b=1.5_c=8),vdw(i=6_j=12_s=1_^=100_c=8),non_dir_h_bond_lj(o=-0.7_^=100_c=8),non_dir_anti_h_bond_quadratic(o=0_c=8),non_dir_h_bond(g=-0.7_b=0_c=8),acceptor_acceptor_quadratic(o=0_c=8),donor_donor_quadratic(o=0_c=8),electrostatic(i=2_^=100_c=8),ad4_solvation(d-sigma=3.6_s/q=0.01097_c=8),num_tors_add,num_tors_sqr,num_tors_sqrt,num_tors_div,num_tors_div_simple,ligand_length,num_ligands,num_heavy_atoms_div,num_heavy_atoms,num_hydrophobic_atoms
2e1w_ada_C00176942_decoy1,64.05844,1089.19984,1.03462,38.29210,53.36247,-430.96113,-13.77760,0.15007,1.47238,0.15007,0.00000,0.30878,10.70796,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.10000,0.40000
2e1w_ada_C00192456_decoy1,61.39000,893.47216,2.69201,9.16442,84.80350,-357.70241,-42.17939,0.02900,6.31674,0.97336,0.58879,0.47384,14.19219,4.00000,0.32000,0.08944,0.00000,0.00000,6.00000,1.00000,0.00000,0.75000,0.15000
2e1w_ada_C00197485_decoy1,64.94821,967.98758,1.07706,34.72622,51.31295,-392.74858,-9.00340,0.00000,0.99082,0.00000,0.00000,0.24324,15.23266,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.20000,0.60000
2e1w_ada_C00209042_decoy1,87.07982,1193.58504,1.12669,79.43322,73.98918,-483.37685,-13.44595,0.13206,1.46261,0.13206,0.00000,0.26330,21.76192,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.10000,0.50000
2e1w_ada_C00236980_decoy1,63.70229,930.08412,1.49824,37.06655,70.08375,-409.86000,-22.70885,0.03848,3.13502,0.50590,0.00000,0.25910,11.54941,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.15000,0.50000
2e1w_ada_C00261683_decoy1,63.68597,1050.30935,2.01177,47.11381,53.39338,-425.26317,-12.60759,0.00000,1.64521,0.00000,0.00000,0.35907,14.40511,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,0.95000,0.40000
2e1w_ada_C00288593_decoy1,93.00984,1301.55038,2.44848,38.74050,83.54982,-545.33855,-20.53225,0.05770,2.63040,0.31904,0.00000,0.41974,16.92639,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.20000,0.55000
2e1w_ada_C00296023_decoy1,34.28074,781.83064,1.03635,32.69139,23.65855,-309.38935,-6.84953,0.00000,0.76578,0.00000,0.00000,0.15117,8.34269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.05000,0.55000
2e1w_ada_C00351018_decoy1,41.71680,577.62439,0.92869,16.66855,48.73785,-245.19465,-14.50471,0.01220,1.97624,0.22128,0.00000,0.08184,10.50027,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.05000,0.35000
2e1w_ada_C00424641_decoy1,60.79144,985.76151,1.03119,18.41395,57.11273,-409.40811,-9.87231,0.07838,1.34416,0.35354,0.00000,0.24182,13.30144,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,0.95000,0.20000
2e1w_ada_C00435062_decoy1,73.82849,1304.00505,1.64334,35.39837,72.42000,-526.98391,-30.32953,0.00795,3.98951,0.85514,0.41020,0.37100,19.91308,5.00000,0.50000,0.10000,0.00000,0.00000,4.00000,1.00000,0.00000,1.20000,0.55000
2e1w_ada_C00493723_decoy1,85.80685,1358.00077,1.75460,43.56691,77.67454,-526.40930,-24.78490,0.00000,3.21239,0.56644,0.34925,0.62506,22.04453,7.00000,0.98000,0.11832,0.00000,0.00000,6.00000,1.00000,0.00000,1.25000,0.50000
2e1w_ada_C00494426_decoy1,81.08933,1249.81345,1.74469,33.60617,65.27751,-503.89117,-17.07471,0.03751,2.05376,0.31248,0.02528,0.37226,20.58829,5.00000,0.50000,0.10000,0.00000,0.00000,8.00000,1.00000,0.00000,1.10000,0.50000
2e1w_ada_C00518957_decoy1,62.54243,935.12014,1.85218,20.19891,67.44990,-372.28257,-29.42676,0.00006,3.99514,0.69624,0.00000,0.72601,28.67451,4.00000,0.32000,0.08944,0.00000,0.00000,6.00000,1.00000,0.00000,0.80000,0.25000
2e1w_ada_C00525403_decoy1,73.83560,1175.68910,1.87192,53.62304,49.09371,-466.43589,-16.69559,0.27472,1.92249,0.27472,0.00000,0.36534,19.07274,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.05000,0.50000
2e1w_ada_C00538666_decoy1,64.93348,816.61605,1.94167,37.45457,51.80336,-366.80986,-13.82243,0.00000,2.00918,0.00000,0.00000,0.14838,9.33282,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.00000,0.50000
2e1w_ada_C00546571_decoy1,65.30526,982.86664,2.01975,29.78898,71.81995,-403.34737,-18.96166,0.15232,2.45719,0.15232,0.00000,0.26352,17.37725,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.00000,0.35000
2e1w_ada_C00679509_decoy1,124.24928,1696.17579,4.00493,26.32539,131.32958,-720.12122,-15.81487,0.00777,1.68779,0.00000,0.00777,0.42678,25.24073,11.00000,2.42000,0.14832,0.00000,0.00000,10.00000,1.00000,0.00000,1.75000,0.60000
2e1w_ada_C00809312_decoy1,58.62261,1017.25658,3.07820,10.68874,63.46162,-409.44258,-23.75713,0.10417,3.44359,0.39683,0.01157,0.31081,16.91817,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.90000,0.30000
2e1w_ada_C00828157_decoy1,90.64531,1425.56345,2.05978,39.11140,58.38979,-575.66260,-8.41878,0.00328,0.82773,0.00328,0.00000,0.33780,15.75191,6.00000,0.72000,0.10954,0.00000,0.00000,4.00000,1.00000,0.00000,1.45000,0.50000
2e1w_ada_C00900970_decoy1,92.78273,1580.86466,1.77054,58.43282,51.19910,-633.37343,-8.07788,0.05835,0.71377,0.05835,0.00000,0.30600,20.09232,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.55000,0.70000
2e1w_ada_C00904496_decoy1,93.51841,1496.64712,3.21281,50.34386,65.12042,-601.66727,-11.08684,0.31417,0.89447,0.39765,0.01249,0.38332,9.60366,8.00000,1.28000,0.12649,0.00000,0.00000,8.00000,1.00000,0.00000,1.55000,0.75000
2e1w_ada_C00995514_decoy1,108.07965,1774.91077,1.04777,98.91169,67.45013,-718.67850,-19.82761,0.00000,2.26681,0.28921,0.04779,0.35730,19.28181,11.00000,2.42000,0.14832,0.00000,0.00000,12.00000,1.00000,0.00000,1.75000,1.00000
2e1w_ada_C01001400_decoy1,97.20433,1481.23038,1.92103,63.45332,78.26978,-601.39712,-19.44532,0.00673,2.55669,0.11195,0.26115,0.35044,14.88354,10.00000,2.00000,0.14142,0.00000,0.00000,10.00000,1.00000,0.00000,1.50000,0.60000
2e1w_ada_C01048893_decoy1,80.08152,1540.96753,2.29033,29.87541,76.71422,-569.15529,-14.31550,0.07288,1.35208,0.07288,0.00000,0.11638,28.08022,4.00000,0.32000,0.08944,0.00000,0.00000,3.00000,1.00000,0.00000,1.40000,0.65000
2e1w_ada_C01096798_decoy1,84.68206,1238.76901,6.22480,29.64722,91.03027,-495.86742,-33.76481,0.00000,4.92494,1.05419,0.52345,0.31882,13.32862,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.05000,0.25000
2e1w_ada_C01117863_decoy1,106.27526,1561.11833,2.39049,72.49225,65.87124,-644.37033,-8.13286,0.07952,0.73136,0.07952,0.00000,0.39943,15.24380,9.00000,1.62000,0.13416,0.00000,0.00000,12.00000,1.00000,0.00000,1.45000,0.60000
2e1w_ada_C01121835_decoy1,93.88339,1728.12494,1.80892,65.39047,81.02087,-679.13375,-16.17105,0.07715,2.32723,0.07715,0.00000,0.33314,17.92335,9.00000,1.62000,0.13416,0.00000,0.00000,12.00000,1.00000,0.00000,1.65000,0.70000
2e1w_ada_C01151923_decoy1,88.77556,1462.15798,1.66686,30.72072,57.22194,-592.11003,-7.03394,0.00000,0.74798,0.00000,0.00000,0.34268,16.42003,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.45000,0.50000
2e1w_ada_C01184592_decoy1,65.01703,958.13802,0.90595,31.87917,49.88173,-419.42516,-15.14515,0.00004,2.10780,0.00004,0.00000,0.17757,12.77676,9.00000,1.62000,0.13416,0.00000,0.00000,10.00000,1.00000,0.00000,1.20000,0.50000
2e1w_ada_C01217949_decoy1,52.66114,569.65314,0.69827,32.85203,29.25777,-279.04335,-8.49481,0.00000,1.40570,0.00000,0.00000,0.12663,0.07920,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,0.80000,0.45000
2e1w_ada_C01447199_decoy1,48.19237,818.75841,0.56585,11.87330,64.17670,-316.03562,-5.75396,0.00006,0.56436,0.00000,0.00006,0.17705,13.38187,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.70000,0.05000
2e1w_ada_C01512257_decoy1,86.78869,1244.99038,2.14836,37.67962,72.91328,-498.36681,-15.48968,0.60963,1.59991,0.60963,0.00000,0.55766,25.78491,5.00000,0.50000,0.10000,0.00000,0.00000,8.00000,1.00000,0.00000,1.10000,0.55000
2e1w_ada_C01569717_decoy1,61.97751,885.08385,0.92193,28.18332,63.55929,-393.48656,-19.34254,0.00035,2.53049,0.00035,0.00000,0.22521,13.78829,7.00000,0.98000,0.11832,0.00000,0.00000,6.00000,1.00000,0.00000,1.05000,0.50000
2e1w_ada_C01581845_decoy1,70.66880,1107.15858,1.54507,25.10517,59.35593,-436.21213,-8.09554,0.02016,0.46430,0.00000,0.12579,0.22482,10.22709,6.00000,0.72000,0.10954,0.00000,0.00000,8.00000,1.00000,0.00000,1.25000,0.35000
2e1w_ada_C01582792_decoy1,71.15929,792.50315,3.65125,32.77760,59.78384,-363.37263,-37.63589,0.00531,4.77594,0.06844,0.69688,0.13244,13.63594,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,0.70000,0.30000
2e1w_ada_C01596728_decoy1,82.16448,997.81947,1.84306,0.00000,116.11256,-454.24143,-33.04685,0.00824,4.29314,0.00824,0.00000,0.28008,22.92329,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,0.90000,0.00000
2e1w_ada_C01644054_decoy1,57.49438,1054.16839,1.73454,15.20786,62.39653,-402.61860,-20.91706,0.00000,2.89529,0.00000,0.00000,0.29818,23.06031,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,0.90000,0.20000
2e1w_ada_C01657189_decoy1,61.95709,933.00320,0.71750,30.49704,62.00863,-412.25044,-12.76344,0.01086,1.63854,0.01086,0.00000,0.11075,5.22925,5.00000,0.50000,0.10000,0.00000,0.00000,5.00000,1.00000,0.00000,1.05000,0.40000
2e1w_ada_C01733736_decoy1,71.86984,1176.28409,0.95409,22.15422,72.38264,-437.71883,-22.79052,0.00000,2.87909,0.17888,0.12410,0.42019,23.89655,8.00000,1.28000,0.12649,0.00000,0.00000,8.00000,1.00000,0.00000,1.00000,0.30000
2e1w_ada_C01800731_decoy1,60.52278,805.42840,1.44270,40.92829,53.76192,-358.45974,-8.53699,0.00000,1.05044,0.00000,0.00000,0.15780,5.52455,5.00000,0.50000,0.10000,0.00000,0.00000,8.00000,1.00000,0.00000,0.95000,0.40000
2e1w_ada_C01812046_decoy1,90.80220,1513.50139,0.64069,35.12651,48.45266,-611.86464,-4.29821,0.00000,0.32949,0.00000,0.00000,0.32297,17.79016,9.00000,1.62000,0.13416,0.00000,0.00000,14.00000,1.00000,0.00000,1.45000,0.60000
2e1w_ada_C01859095_decoy1,108.14562,1657.72314,2.15386,53.58721,87.85921,-685.95902,-13.00042,0.00000,1.32654,0.06909,0.22346,0.32078,12.12747,9.00000,1.62000,0.13416,0.00000,0.00000,8.00000,1.00000,0.00000,1.70000,0.60000
2e1w_ada_C01871634_decoy1,86.68974,1200.07249,2.16712,22.44486,86.53198,-493.59963,-31.37922,0.00062,4.04338,0.82169,0.35788,0.45611,18.82052,9.00000,1.62000,0.13416,0.00000,0.00000,6.00000,1.00000,0.00000,1.10000,0.25000
2e1w_ada_C01889928_decoy1,102.30024,1788.89466,3.78002,43.76076,97.64349,-719.63120,-12.99924,0.41411,1.38250,0.41411,0.00000,0.39252,31.55294,9.00000,1.62000,0.13416,0.00000,0.00000,6.00000,1.00000,0.00000,1.55000,0.70000
2e1w_ada_C01997189_decoy1,75.14953,926.59483,1.38244,47.65074,51.85461,-414.18718,-22.36600,0.00000,2.72621,0.19804,0.07851,0.20465,13.16354,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.10000,0.60000
2e1w_ada_C02135633_decoy1,74.88707,1298.95628,0.80755,45.08930,71.06461,-521.27237,-13.97914,0.03796,1.54693,0.34238,0.00000,0.22983,15.15564,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.30000,0.45000
2e1w_ada_C02135881_decoy1,101.57110,1588.07937,1.86290,39.82552,116.33252,-662.10456,-14.69840,0.12997,1.24828,0.12997,0.00000,0.36289,23.88832,10.00000,2.00000,0.14142,0.00000,0.00000,12.00000,1.00000,0.00000,1.45000,0.45000
2e1w_ada_C02172168_decoy1,66.75899,652.56521,0.74856,33.75908,56.27235,-304.82659,-9.69777,0.00173,1.25159,0.00173,0.00000,0.12546,7.21475,6.00000,0.72000,0.10954,0.00000,0.00000,10.00000,1.00000,0.00000,0.85000,0.35000
2e1w_ada_C02253243_decoy1,110.78092,1460.84992,1.52127,66.18488,98.66312,-628.24373,-18.00887,0.01677,2.39090,0.01677,0.00000,0.33407,21.81039,9.00000,1.62000,0.13416,0.00000,0.00000,10.00000,1.00000,0.00000,1.40000,0.50000
2e1w_ada_C02266004_decoy1,73.07717,1373.09596,2.13910,35.94327,62.01665,-517.96655,-21.01417,0.00354,2.60862,0.49164,0.32244,0.28406,28.62140,8.00000,1.28000,0.12649,0.00000,0.00000,6.00000,1.00000,0.00000,1.35000,0.60000
2e1w_ada_C02278572_decoy1,108.05618,1451.34096,0.92608,41.23310,90.88255,-613.19456,-18.37722,0.00920,2.38561,0.00920,0.14804,0.37045,16.48873,10.00000,2.00000,0.14142,0.00000,0.00000,10.00000,1.00000,0.00000,1.35000,0.60000
2e1w_ada_C02279432_decoy1,74.57059,1189.21960,0.67945,29.15603,61.54064,-487.06206,-9.75904,0.00000,1.10917,0.00000,0.00000,0.12594,4.27255,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.20000,0.40000
2e1w_ada_C02283240_decoy1,91.28665,1720.58196,1.31348,53.40540,81.55344,-665.33889,-11.93563,0.00016,1.38533,0.13347,0.00000,0.31841,29.70588,9.00000,1.62000,0.13416,0.00000,0.00000,8.00000,1.00000,0.00000,1.60000,0.65000
2e1w_ada_C02300051_decoy1,81.80010,1416.06009,1.45637,34.08176,74.95783,-545.05068,-14.29591,0.03384,1.72604,0.03384,0.00000,0.24255,13.10275,7.00000,0.98000,0.11832,0.00000,0.00000,10.00000,1.00000,0.00000,1.20000,0.40000
2e1w_ada_C02316377_decoy1,66.24929,1035.95436,1.35634,35.77947,69.74111,-440.76280,-18.24640,0.00000,2.63266,0.00000,0.00000,0.21929,16.15742,6.00000,0.72000,0.10954,0.00000,0.00000,8.00000,1.00000,0.00000,1.10000,0.35000
2e1w_ada_C02316450_decoy1,53.21265,941.25741,1.75372,26.82831,58.37069,-393.47443,-23.00252,0.01680,3.79989,0.01680,0.00000,0.18628,12.77068,6.00000,0.72000,0.10954,0.00000,0.00000,8.00000,1.00000,0.00000,1.10000,0.35000
2e1w_ada_C02380004_decoy1,59.81568,1155.54090,2.39904,6.67084,110.70364,-457.97408,-31.90735,0.00512,4.59946,1.54161,0.35036,0.22605,16.99469,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.05000,0.10000
2e1w_ada_C02390444_decoy1,58.74395,929.02878,0.58722,25.93359,61.35918,-380.56152,-10.95438,0.00340,1.46580,0.00340,0.00000,0.25582,12.14825,5.00000,0.50000,0.10000,0.00000,0.00000,8.00000,1.00000,0.00000,0.85000,0.25000
2e1w_ada_C02426591_decoy1,97.44690,1284.60148,2.31844,17.15834,134.33218,-582.05851,-18.33567,0.58893,1.75238,0.72236,0.00000,0.22734,16.74126,7.00000,0.98000,0.11832,0.00000,0.00000,10.00000,1.00000,0.00000,1.20000,0.20000
2e1w_ada_C02443460_decoy1,113.18516,1619.38056,2.95945,51.13703,95.75752,-652.68304,-15.91132,0.42811,1.37820,0.33200,0.09611,0.21928,15.11901,7.00000,0.98000,0.11832,0.00000,0.00000,6.00000,1.00000,0.00000,1.60000,0.55000
2e1w_ada_C02470492_decoy1,98.47779,1653.45017,1.72861,53.63044,40.37319,-653.12244,-2.13027,0.00158,0.00000,0.00158,0.00000,0.43352,19.62627,6.00000,0.72000,0.10954,0.00000,0.00000,4.00000,1.00000,0.00000,1.55000,0.75000
2e1w_ada_C02484850_decoy1,75.36550,906.14587,0.91451,44.62172,75.72805,-388.53905,-14.14326,0.05168,2.02523,0.75538,0.11413,0.29063,11.62644,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,0.80000,0.25000
2e1w_ada_C02486805_decoy1,54.60710,726.46852,1.07295,15.53416,68.87269,-335.57489,-16.75745,0.00000,2.53351,0.00000,0.00000,0.13317,6.96817,8.00000,1.28000,0.12649,0.00000,0.00000,8.00000,1.00000,0.00000,1.00000,0.20000
2e1w_ada_C02510544_decoy1,60.31066,913.65560,0.92574,21.35859,71.53206,-378.94788,-8.44752,0.07671,1.18616,0.07671,0.00000,0.28635,12.41959,4.00000,0.32000,0.08944,0.00000,0.00000,6.00000,1.00000,0.00000,0.80000,0.10000
2e1w_ada_C02520398_decoy1,122.86302,1812.87789,4.30771,80.12080,71.68615,-732.30429,-8.34797,0.00000,0.17787,0.00000,0.00000,0.43432,28.07329,7.00000,0.98000,0.11832,0.00000,0.00000,10.00000,1.00000,0.00000,1.60000,0.95000
2e1w_ada_C02532728_decoy1,99.66637,1627.80028,0.91629,77.58634,61.59345,-606.78378,-4.92181,0.02165,0.00000,0.02165,0.00000,0.32141,30.89347,10.00000,2.00000,0.14142,0.00000,0.00000,10.00000,1.00000,0.00000,1.50000,0.75000
2e1w_ada_C02559813_decoy1,95.76104,1294.66291,2.08867,34.33236,42.45401,-537.07726,-10.58670,0.00000,1.08365,0.33625,0.00000,0.31596,22.61447,3.00000,0.18000,0.07746,0.00000,0.00000,4.00000,1.00000,0.00000,1.15000,0.55000
2e1w_ada_C02591719_decoy1,77.83213,1166.56126,1.08975,49.44329,35.48929,-463.72373,-8.70119,0.04998,1.29118,0.04998,0.00000,0.17696,10.66503,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.10000,0.45000
2e1w_ada_C02620448_decoy1,82.41837,1234.57228,3.11557,53.18235,65.17903,-500.44542,-19.50126,0.05353,2.11780,0.05353,0.01168,0.33134,13.69355,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.15000,0.45000
2e1w_ada_C02632256_decoy1,78.85287,1205.52529,0.68670,33.57426,62.02864,-504.34444,-7.68226,0.01050,0.78554,0.00000,0.01050,0.28335,17.23700,6.00000,0.72000,0.10954,0.00000,0.00000,8.00000,1.00000,0.00000,1.10000,0.40000
2e1w_ada_C02634655_decoy1,98.74732,1671.43689,1.28738,40.27089,84.87382,-681.28894,-18.24784,0.00873,2.55865,0.00873,0.00000,0.44181,19.41665,9.00000,1.62000,0.13416,0.00000,0.00000,8.00000,1.00000,0.00000,1.55000,0.70000
2e1w_ada_C02647791_decoy1,62.62127,772.87855,0.81817,25.02037,57.94875,-354.16191,-13.41880,0.01459,1.82227,0.01459,0.00000,0.13072,6.37352,8.00000,1.28000,0.12649,0.00000,0.00000,6.00000,1.00000,0.00000,1.10000,0.45000
2e1w_ada_C02648976_decoy1,91.27324,1681.72677,1.90448,62.03197,80.25377,-666.29271,-12.27407,0.10259,1.60202,0.00000,0.10259,0.30744,29.02360,10.00000,2.00000,0.14142,0.00000,0.00000,12.00000,1.00000,0.00000,1.55000,0.65000
2e1w_ada_C02660216_decoy1,86.14376,1564.49696,1.50645,57.69166,65.15687,-621.25611,-16.63970,0.00441,2.33911,0.37861,0.00000,0.33395,14.61338,9.00000,1.62000,0.13416,0.00000,0.00000,10.00000,1.00000,0.00000,1.45000,0.65000
2e1w_ada_C02667006_decoy1,57.05450,968.68706,1.35941,33.64802,50.61282,-410.56154,-15.46837,0.00000,2.37934,0.00000,0.00000,0.35845,16.62553,8.00000,1.28000,0.12649,0.00000,0.00000,8.00000,1.00000,0.00000,1.25000,0.55000
2e1w_ada_C02698093_decoy1,52.13212,870.91386,1.18896,27.64887,40.83779,-345.55276,-13.56519,0.00166,1.99806,0.00166,0.00000,0.26426,14.90407,8.00000,1.28000,0.12649,0.00000,0.00000,10.00000,1.00000,0.00000,1.20000,0.55000
2e1w_ada_C02761432_decoy1,58.93518,974.90930,0.70102,38.80666,45.67735,-373.80925,-13.12249,0.01201,1.62610,0.01201,0.00000,0.27524,12.59912,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,0.85000,0.40000
2e1w_ada_C02782013_decoy1,88.53609,1519.54668,2.90009,28.48876,75.05027,-571.06584,-14.96253,0.00000,1.66146,0.00000,0.00000,0.34078,26.73889,9.00000,1.62000,0.13416,0.00000,0.00000,14.00000,1.00000,0.00000,1.40000,0.40000
2e1w_ada_C02794081_decoy1,100.41787,1753.35039,2.07810,57.11983,60.18721,-680.90346,-3.77212,0.01817,0.00000,0.01817,0.00000,0.40341,24.87643,8.00000,1.28000,0.12649,0.00000,0.00000,12.00000,1.00000,0.00000,1.65000,0.70000
2e1w_ada_C02794084_decoy1,78.13023,1276.65611,1.45963,19.89534,82.21741,-514.14205,-17.45376,0.00387,2.24378,0.00018,0.00369,0.25247,18.12391,8.00000,1.28000,0.12649,0.00000,0.00000,12.00000,1.00000,0.00000,1.65000,0.70000
2e1w_ada_C02794159_decoy1,110.84221,1846.36277,2.73311,40.63795,83.83160,-730.21164,-9.99647,0.07275,1.07679,0.07275,0.00000,0.42078,28.93866,9.00000,1.62000,0.13416,0.00000,0.00000,12.00000,1.00000,0.00000,1.70000,0.60000
2e1w_ada_C02794195_decoy1,85.48028,1395.75006,1.43554,41.63106,92.17069,-575.17266,-16.79781,0.00000,2.39813,0.00000,0.00000,0.39317,26.69496,11.00000,2.42000,0.14832,0.00000,0.00000,14.00000,1.00000,0.00000,1.25000,0.50000
2e1w_ada_C02795304_decoy1,102.05521,1547.69989,1.48036,63.60133,58.41909,-630.78984,-13.78885,0.00003,1.46895,0.00003,0.00000,0.43993,18.42147,11.00000,2.42000,0.14832,0.00000,0.00000,12.00000,1.00000,0.00000,1.40000,0.70000
2e1w_ada_C02802467_decoy1,84.96528,1549.88434,2.81289,30.81360,105.24320,-612.37030,-25.64632,0.16124,3.69312,0.16124,0.00000,0.31590,23.21286,8.00000,1.28000,0.12649,0.00000,0.00000,8.00000,1.00000,0.00000,1.35000,0.35000
2e1w_ada_C02853070_decoy1,88.61883,1506.34843,2.24184,56.22891,68.68877,-603.79047,-13.51655,0.00000,1.79113,0.00000,0.00000,0.32377,20.96092,8.00000,1.28000,0.12649,0.00000,0.00000,10.00000,1.00000,0.00000,1.45000,0.60000
2e1w_ada_C02858717_decoy1,80.32899,1594.03589,1.72053,40.85618,93.10479,-607.18023,-23.45684,0.05682,3.32187,0.82388,0.00000,0.31868,21.36098,9.00000,1.62000,0.13416,0.00000,0.00000,10.00000,1.00000,0.00000,1.40000,0.50000
