Name,gauss(o=0_w=0.5_c=8),gauss(o=3_w=2_c=8),repulsion(o=0_c=8),hydrophobic(g=0.5_b=1.5_c=8),non_hydrophobic(g=0.5_b=1.5_c=8),vdw(i=6_j=12_s=1_^=100_c=8),non_dir_h_bond_lj(o=-0.7_^=100_c=8),non_dir_anti_h_bond_quadratic(o=0_c=8),non_dir_h_bond(g=-0.7_b=0_c=8),acceptor_acceptor_quadratic(o=0_c=8),donor_donor_quadratic(o=0_c=8),electrostatic(i=2_^=100_c=8),ad4_solvation(d-sigma=3.6_s/q=0.01097_c=8),num_tors_add,num_tors_sqr,num_tors_sqrt,num_tors_div,num_tors_div_simple,ligand_length,num_ligands,num_heavy_atoms_div,num_heavy_atoms,num_hydrophobic_atoms
3cqw_akt1_C00283403_decoy1,46.77257,848.85709,0.62136,13.05174,39.05285,-342.04340,-10.84645,0.01257,1.23504,0.35602,0.00000,0.17023,8.73583,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,1.20000,0.60000
3cqw_akt1_C00358169_decoy1,82.98020,1403.07287,2.31682,29.19718,76.74204,-540.62093,-12.66586,0.03331,1.37284,0.03331,0.00000,0.29291,16.07591,5.00000,0.50000,0.10000,0.00000,0.00000,8.00000,1.00000,0.00000,1.20000,0.40000
3cqw_akt1_C00361702_decoy1,70.18147,1162.79868,1.86448,22.52489,65.11962,-444.65804,-9.92422,0.00000,0.62179,0.00000,0.10350,0.25033,14.83835,3.00000,0.18000,0.07746,0.00000,0.00000,4.00000,1.00000,0.00000,1.00000,0.35000
3cqw_akt1_C00383425_decoy1,62.71932,1172.12441,1.41645,27.23606,40.30072,-444.47752,-3.13471,0.02304,0.19144,0.02304,0.00000,0.10038,10.04203,1.00000,0.02000,0.04472,0.00000,0.00000,1.00000,1.00000,0.00000,0.95000,0.45000
3cqw_akt1_C00422678_decoy1,64.98321,1147.98556,1.91325,48.48178,39.12893,-464.37072,-10.61494,0.00000,1.05822,0.02936,0.00000,0.29778,17.28133,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,1.20000,0.65000
3cqw_akt1_C00429543_decoy1,83.46647,1319.69410,3.87718,27.34734,73.05566,-524.71278,-10.04175,0.12027,1.51514,0.12027,0.00000,0.25242,5.52498,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,1.15000,0.55000
3cqw_akt1_C00436128_decoy1,49.79857,668.56588,0.71132,42.74327,27.87104,-304.45847,-1.45952,0.28559,0.00000,0.28559,0.00000,0.10724,2.56983,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.05000,0.60000
3cqw_akt1_C00498516_decoy1,64.04976,1142.32374,0.66693,8.50120,69.59556,-444.77003,-1.54662,0.05305,0.00000,0.05305,0.00000,0.18996,9.38758,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,1.05000,0.30000
3cqw_akt1_C00530619_decoy1,72.71726,1219.59006,3.25716,11.86176,85.52354,-449.49633,-18.95574,0.06112,2.47115,0.05668,0.00445,0.06768,15.32134,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.15000,0.20000
3cqw_akt1_C00571512_decoy1,61.93067,1104.08864,1.16888,35.86007,37.08250,-446.30810,-16.53249,0.00000,2.30746,0.03030,0.38243,0.27715,13.82378,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.25000,0.65000
3cqw_akt1_C00571513_decoy1,74.55134,1182.16341,0.89074,41.82280,44.55595,-508.56648,-12.78547,0.00000,1.59708,0.03545,0.26531,0.29531,14.65889,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.25000,0.65000
3cqw_akt1_C00586640_decoy1,60.36758,1384.46999,0.81776,47.31650,33.11098,-534.93702,-6.41353,0.00170,0.75659,0.00170,0.00000,0.24994,16.40666,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.55000,0.85000
3cqw_akt1_C00607986_decoy1,91.90949,1483.26540,2.03362,37.90776,65.97510,-562.63752,-22.09002,0.00000,3.10681,0.41666,0.00000,0.31977,17.19362,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.45000,0.70000
3cqw_akt1_C00624146_decoy1,86.58282,1331.56877,2.02380,44.28423,51.00740,-583.89145,-20.37508,0.04908,2.89241,0.71055,0.49811,0.37098,20.12956,9.00000,1.62000,0.13416,0.00000,0.00000,8.00000,1.00000,0.00000,1.50000,0.75000
3cqw_akt1_C00625115_decoy1,82.16582,1678.00206,2.09913,40.42223,71.38868,-639.58782,-16.14519,0.14677,2.00101,0.14677,0.00000,0.36719,25.16333,8.00000,1.28000,0.12649,0.00000,0.00000,6.00000,1.00000,0.00000,1.80000,0.90000
3cqw_akt1_C00625847_decoy1,36.83663,963.72843,0.50444,13.77145,24.33726,-345.28836,-6.62195,0.00000,0.58629,0.00000,0.00000,0.19735,12.74629,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.75000,0.80000
3cqw_akt1_C00626536_decoy1,58.52958,1095.27974,1.65577,31.69136,44.51027,-445.59390,-15.68382,0.00000,2.26382,0.18367,0.55051,0.30873,14.41568,8.00000,1.28000,0.12649,0.00000,0.00000,8.00000,1.00000,0.00000,1.30000,0.50000
3cqw_akt1_C00626537_decoy1,62.49077,1152.31373,0.47912,30.10866,45.41027,-455.85441,-5.69291,0.00000,0.65099,0.20765,0.00000,0.26994,16.60325,8.00000,1.28000,0.12649,0.00000,0.00000,8.00000,1.00000,0.00000,1.30000,0.50000
3cqw_akt1_C00628471_decoy1,76.40613,1607.39569,1.54983,47.82124,47.70867,-578.34207,-0.87500,0.00000,0.00000,0.00000,0.00000,0.27473,21.50895,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.60000,0.80000
3cqw_akt1_C00632070_decoy1,65.61550,1525.78212,0.81575,37.63450,30.73534,-560.25118,-3.07679,0.00000,0.13149,0.00000,0.00000,0.36335,27.88913,8.00000,1.28000,0.12649,0.00000,0.00000,8.00000,1.00000,0.00000,1.90000,0.80000
3cqw_akt1_C00637697_decoy1,89.19832,1491.70571,1.77351,42.96262,59.73811,-583.94924,-9.60208,0.00091,0.97185,0.00091,0.00000,0.24076,22.38415,7.00000,0.98000,0.11832,0.00000,0.00000,6.00000,1.00000,0.00000,1.60000,0.95000
3cqw_akt1_C00641155_decoy1,88.26596,1379.29737,1.48463,25.04748,69.39314,-546.09889,-14.02927,0.01924,1.47476,0.01924,0.03014,0.23569,16.07978,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.20000,0.50000
3cqw_akt1_C00646956_decoy1,74.39870,1187.60041,0.97038,32.03934,57.61690,-488.51374,-5.98951,0.00865,0.83279,0.00865,0.00000,0.19144,19.86507,4.00000,0.32000,0.08944,0.00000,0.00000,3.00000,1.00000,0.00000,1.65000,0.65000
3cqw_akt1_C00647004_decoy1,69.59054,1413.64542,1.73170,41.56847,46.67032,-549.63496,-11.55007,0.07119,1.61424,0.07119,0.00000,0.26220,18.18991,7.00000,0.98000,0.11832,0.00000,0.00000,10.00000,1.00000,0.00000,1.75000,0.85000
3cqw_akt1_C00658570_decoy1,31.28120,987.55049,0.38759,25.50538,10.05169,-305.57339,-1.14181,0.00157,0.00000,0.00157,0.00000,0.18189,14.96752,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,1.90000,1.20000
3cqw_akt1_C00662911_decoy1,77.15229,1467.80276,2.81816,39.27250,65.07083,-579.20440,-12.96136,0.00000,1.07757,0.05677,0.26629,0.30314,13.80638,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.30000,0.55000
3cqw_akt1_C00664089_decoy1,43.06147,885.49905,1.56467,16.82220,42.12854,-333.39293,-17.02081,0.00000,2.38130,0.44731,0.00000,0.20826,18.14528,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,1.20000,0.45000
3cqw_akt1_C00685324_decoy1,73.89532,1222.58503,1.15071,27.86138,66.19351,-480.02435,-11.01918,0.15376,1.09935,0.15376,0.00000,0.19451,16.37494,8.00000,1.28000,0.12649,0.00000,0.00000,6.00000,1.00000,0.00000,1.85000,0.55000
3cqw_akt1_C00694332_decoy1,87.77763,1567.49420,1.54258,37.49407,76.51421,-619.69146,-21.49670,0.00090,2.77655,0.00090,0.00000,0.40581,20.20510,9.00000,1.62000,0.13416,0.00000,0.00000,8.00000,1.00000,0.00000,1.45000,0.60000
3cqw_akt1_C00698022_decoy1,80.46683,1611.77264,1.41212,50.63991,43.05404,-576.02034,-3.69055,0.00000,0.24326,0.00000,0.00000,0.34851,22.10019,8.00000,1.28000,0.12649,0.00000,0.00000,8.00000,1.00000,0.00000,1.90000,0.95000
3cqw_akt1_C00703724_decoy1,66.82350,826.49282,1.82890,25.37240,68.73048,-385.91084,-23.48326,0.00507,3.65717,0.53095,0.00000,0.24364,12.65293,7.00000,0.98000,0.11832,0.00000,0.00000,6.00000,1.00000,0.00000,1.55000,0.70000
3cqw_akt1_C00706803_decoy1,60.19126,861.03230,1.45862,27.61287,45.39231,-362.22630,-20.51622,0.00000,2.60428,0.11505,0.00000,0.16578,16.19225,3.00000,0.18000,0.07746,0.00000,0.00000,3.00000,1.00000,0.00000,1.45000,0.75000
3cqw_akt1_C00708091_decoy1,63.79066,1509.24266,1.12820,33.42029,40.20456,-540.96419,-4.76280,0.00008,0.45654,0.00008,0.00000,0.30108,15.71075,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.75000,0.95000
3cqw_akt1_C00718463_decoy1,53.23939,956.94780,0.98418,24.32298,36.65629,-342.81902,-10.06609,0.00000,1.31477,0.00000,0.00000,0.19798,18.73632,3.00000,0.18000,0.07746,0.00000,0.00000,4.00000,1.00000,0.00000,1.45000,0.65000
3cqw_akt1_C00722082_decoy1,88.61504,1607.83363,1.06067,39.84242,54.50208,-597.06511,-5.01281,0.01323,0.29973,0.01323,0.00000,0.35102,21.33477,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.70000,0.80000
3cqw_akt1_C00724776_decoy1,31.56119,865.12865,0.19050,26.65069,11.41401,-273.50770,-0.47887,0.00000,0.00000,0.00000,0.00000,0.15584,13.27521,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.40000,0.75000
3cqw_akt1_C00729433_decoy1,78.56640,1339.89958,0.80439,37.32424,45.22440,-561.42104,-5.69200,0.00000,0.05988,0.00000,0.00176,0.31617,12.93622,4.00000,0.32000,0.08944,0.00000,0.00000,6.00000,1.00000,0.00000,1.55000,0.75000
3cqw_akt1_C00744157_decoy1,75.66770,1541.15359,0.25612,35.73535,63.29058,-603.96664,-5.11876,0.01635,0.16223,0.01635,0.00000,0.28274,16.18034,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.80000,0.85000
3cqw_akt1_C00744624_decoy1,86.85368,1631.42299,0.97557,43.02739,58.19706,-655.62492,-5.05739,0.00010,0.34885,0.00010,0.00000,0.33173,15.44550,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.80000,0.85000
3cqw_akt1_C00746575_decoy1,60.86648,1452.52270,0.82618,37.35222,35.90310,-494.74606,-6.41987,0.00000,0.62623,0.00000,0.00000,0.46678,24.36546,9.00000,1.62000,0.13416,0.00000,0.00000,8.00000,1.00000,0.00000,1.80000,1.00000
3cqw_akt1_C00749406_decoy1,96.35390,1893.91773,1.27297,55.88644,58.58640,-719.88042,-10.69132,0.13399,1.36075,0.13399,0.00000,0.43419,21.23884,9.00000,1.62000,0.13416,0.00000,0.00000,8.00000,1.00000,0.00000,1.80000,0.80000
3cqw_akt1_C00755160_decoy1,63.54721,1205.09217,0.86828,39.68019,40.90029,-481.22641,-8.38128,0.00000,0.89681,0.00000,0.00000,0.22022,16.15237,6.00000,0.72000,0.10954,0.00000,0.00000,8.00000,1.00000,0.00000,1.45000,0.80000
3cqw_akt1_C00780167_decoy1,76.17412,1585.57215,3.11789,23.70708,73.28900,-570.92372,-16.62689,0.00098,2.22863,0.13452,0.06562,0.17363,24.45779,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.50000,0.55000
3cqw_akt1_C00788418_decoy1,103.82349,1610.40454,2.50458,32.83324,81.97813,-648.96790,-9.81239,0.29028,1.30197,0.29028,0.00000,0.35192,28.76277,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.40000,0.50000
3cqw_akt1_C00808729_decoy1,35.56454,1107.26168,0.78306,16.56781,30.98655,-368.86728,-6.02076,0.00000,0.48120,0.00000,0.00000,0.25822,15.09091,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.85000,0.95000
3cqw_akt1_C00810691_decoy1,100.80087,1687.93035,1.57370,66.24442,79.96482,-653.74589,-19.06722,0.01139,1.87653,0.57672,0.00000,0.29092,18.72841,8.00000,1.28000,0.12649,0.00000,0.00000,10.00000,1.00000,0.00000,1.40000,0.70000
3cqw_akt1_C00827347_decoy1,99.99484,1739.53748,1.88877,52.14404,66.75416,-693.36831,-6.10332,0.72101,0.27250,0.63479,0.08622,0.52883,31.38608,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.80000,1.05000
3cqw_akt1_C00845083_decoy1,74.16977,1543.83964,0.83131,45.76928,53.00172,-568.57674,-1.94194,0.00762,0.00000,0.00762,0.00000,0.24525,28.70712,7.00000,0.98000,0.11832,0.00000,0.00000,6.00000,1.00000,0.00000,1.90000,0.85000
3cqw_akt1_C00845613_decoy1,37.20513,826.35779,0.78178,19.70156,23.89232,-275.26228,-7.60572,0.00000,1.02892,0.05653,0.00000,0.28064,17.59285,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.30000,0.55000
3cqw_akt1_C00858714_decoy1,75.04690,1191.12055,0.60880,31.64988,54.21905,-505.73487,-6.59526,0.00000,0.49161,0.00000,0.00000,0.19825,7.31837,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.15000,0.55000
3cqw_akt1_C00860757_decoy1,49.89577,959.93090,1.28560,10.07069,53.28693,-318.28940,-14.53708,0.00967,2.39178,0.00967,0.00000,0.42509,20.57001,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.60000,0.85000
3cqw_akt1_C00861394_decoy1,91.78772,1639.53806,1.77515,55.28450,58.14884,-658.57225,-11.48491,0.09867,1.07121,0.09867,0.00000,0.52886,20.48765,7.00000,0.98000,0.11832,0.00000,0.00000,6.00000,1.00000,0.00000,1.85000,1.05000
3cqw_akt1_C00867406_decoy1,56.16336,1161.98498,1.20249,10.00624,61.30206,-420.20519,-21.96817,0.08384,2.90231,0.66480,0.11253,0.29365,16.32491,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.05000,0.45000
3cqw_akt1_C00880644_decoy1,97.54089,1660.59679,1.19858,50.96830,65.61951,-658.05703,-4.74679,0.33641,0.38159,0.33641,0.00000,0.23610,18.39486,8.00000,1.28000,0.12649,0.00000,0.00000,6.00000,1.00000,0.00000,1.50000,0.70000
3cqw_akt1_C00898871_decoy1,41.05950,878.06758,2.43778,19.14754,30.45791,-291.22058,-16.55595,0.06983,2.38254,0.55558,0.05667,0.21429,15.57053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.30000,0.70000
3cqw_akt1_C00907081_decoy1,100.39374,1878.82837,1.08229,47.22411,68.29552,-705.45561,-4.31912,0.00000,0.00000,0.00000,0.00000,0.30450,18.88367,9.00000,1.62000,0.13416,0.00000,0.00000,8.00000,1.00000,0.00000,1.80000,0.70000
3cqw_akt1_C00915167_decoy1,104.25998,1633.27889,2.16806,60.78495,44.96063,-645.53328,-9.65031,0.19412,1.10258,0.19412,0.00000,0.39114,23.06297,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.45000,0.90000
3cqw_akt1_C00918725_decoy1,77.17448,1498.40887,1.97594,27.81826,58.81278,-558.34790,-8.32563,0.26901,0.99869,0.26901,0.00000,0.25972,22.02657,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.40000,0.60000
3cqw_akt1_C00925500_decoy1,99.40187,1805.79676,1.88052,56.88993,57.26177,-677.23316,-7.25282,0.24577,0.76274,0.24577,0.00000,0.31530,19.12719,7.00000,0.98000,0.11832,0.00000,0.00000,6.00000,1.00000,0.00000,1.85000,0.90000
3cqw_akt1_C00930980_decoy1,34.72413,883.56763,0.55283,16.97341,26.11933,-295.35053,-5.36074,0.00000,0.68832,0.00000,0.00000,0.23414,13.49045,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.90000,0.70000
3cqw_akt1_C00931003_decoy1,50.83968,1201.98308,1.22928,21.68609,51.92187,-408.41008,-12.75994,0.05508,2.08898,0.05508,0.00000,0.31680,22.90114,8.00000,1.28000,0.12649,0.00000,0.00000,6.00000,1.00000,0.00000,1.90000,0.80000
3cqw_akt1_C00931348_decoy1,77.04758,1448.48692,0.90364,36.77598,54.84486,-539.07940,-5.47208,0.06497,0.00000,0.06497,0.00000,0.33405,15.12745,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.90000,0.90000
3cqw_akt1_C00931424_decoy1,101.69412,1590.86021,2.02192,44.54375,71.25994,-675.59970,-19.97432,0.13945,2.75908,0.26030,0.00000,0.40471,17.50326,8.00000,1.28000,0.12649,0.00000,0.00000,6.00000,1.00000,0.00000,1.95000,0.95000
3cqw_akt1_C00934299_decoy1,65.35255,1451.65732,0.65548,22.48128,54.60789,-537.09882,-4.78534,0.00000,0.17533,0.00000,0.00000,0.10208,27.04268,5.00000,0.50000,0.10000,0.00000,0.00000,4.00000,1.00000,0.00000,1.40000,0.60000
3cqw_akt1_C00934300_decoy1,83.97571,1306.48553,1.72604,22.40116,49.14144,-538.02242,-12.51033,0.00000,1.65924,0.00000,0.31715,0.13480,25.33616,7.00000,0.98000,0.11832,0.00000,0.00000,6.00000,1.00000,0.00000,1.50000,0.70000
3cqw_akt1_C00936857_decoy1,74.99618,1240.17122,1.47885,18.78686,64.20889,-521.72051,-13.88178,0.43536,1.36324,0.43536,0.00000,0.04738,23.04980,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.20000,0.30000
3cqw_akt1_C00943347_decoy1,74.79749,1332.05145,0.99853,42.33125,25.61258,-526.83824,-4.18742,0.00000,0.36105,0.00000,0.06387,0.26584,11.26546,5.00000,0.50000,0.10000,0.00000,0.00000,4.00000,1.00000,0.00000,1.45000,0.90000
3cqw_akt1_C00957735_decoy1,88.47843,1491.22590,1.93378,25.15900,89.44549,-600.44570,-15.75116,0.00000,1.42184,0.00000,0.00000,0.21497,25.33661,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.65000,0.65000
3cqw_akt1_C00970742_decoy1,89.93766,1779.84500,0.66282,44.10559,69.77709,-674.62803,-7.20343,0.01029,0.22557,0.01029,0.00000,0.16434,19.87176,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.55000,0.70000
3cqw_akt1_C00977724_decoy1,85.98751,1210.72519,1.44110,40.01392,61.93304,-525.02120,-17.88763,0.02016,1.59837,0.09298,0.07982,0.22805,18.35435,6.00000,0.72000,0.10954,0.00000,0.00000,8.00000,1.00000,0.00000,1.10000,0.55000
3cqw_akt1_C00989075_decoy1,56.58627,1161.76249,0.75882,24.54638,37.55148,-426.44919,-15.85888,0.00294,2.04681,0.32324,0.24955,0.27039,14.29569,9.00000,1.62000,0.13416,0.00000,0.00000,8.00000,1.00000,0.00000,1.80000,0.80000
3cqw_akt1_C00989156_decoy1,39.76286,757.25118,1.45028,19.28111,37.10847,-279.63064,-23.71585,0.00000,3.55877,1.00063,0.02431,0.20186,12.91215,3.00000,0.18000,0.07746,0.00000,0.00000,3.00000,1.00000,0.00000,1.35000,0.60000
3cqw_akt1_C00989360_decoy1,60.77637,1099.48719,1.82245,33.51060,41.66007,-416.90402,-19.93871,0.00000,3.29434,0.00000,0.34536,0.27870,24.30918,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.55000,0.80000
3cqw_akt1_C00995816_decoy1,48.38928,898.63220,0.77422,26.67813,32.69727,-350.49464,-10.22952,0.00000,1.62477,0.23026,0.00000,0.18471,13.63115,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,1.55000,0.75000
3cqw_akt1_C01005030_decoy1,55.37774,1213.38749,0.50884,38.11412,41.88111,-455.49171,-6.96664,0.00000,0.54025,0.00000,0.00000,0.22624,9.44411,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.80000,0.90000
