Name,gauss(o=0_w=0.5_c=8),gauss(o=3_w=2_c=8),repulsion(o=0_c=8),hydrophobic(g=0.5_b=1.5_c=8),non_hydrophobic(g=0.5_b=1.5_c=8),vdw(i=6_j=12_s=1_^=100_c=8),non_dir_h_bond_lj(o=-0.7_^=100_c=8),non_dir_anti_h_bond_quadratic(o=0_c=8),non_dir_h_bond(g=-0.7_b=0_c=8),acceptor_acceptor_quadratic(o=0_c=8),donor_donor_quadratic(o=0_c=8),electrostatic(i=2_^=100_c=8),ad4_solvation(d-sigma=3.6_s/q=0.01097_c=8),num_tors_add,num_tors_sqr,num_tors_sqrt,num_tors_div,num_tors_div_simple,ligand_length,num_ligands,num_heavy_atoms_div,num_heavy_atoms,num_hydrophobic_atoms
3odu_cxcr4_C00734234_decoy1,62.97161,1135.23904,1.15399,39.53797,50.77645,-441.42192,-12.54729,0.07389,1.60088,0.07389,0.00000,0.21865,14.40576,4.00000,0.32000,0.08944,0.00000,0.00000,6.00000,1.00000,0.00000,1.25000,0.45000
3odu_cxcr4_C00821025_decoy1,83.15683,1380.26234,0.86993,32.58103,52.13492,-538.96770,-10.56855,0.00000,1.34205,0.29236,0.00000,0.12647,24.31915,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.35000,0.45000
3odu_cxcr4_C00821676_decoy1,78.20370,1329.23202,0.94089,46.28901,43.87806,-521.98888,-2.94609,0.00000,0.00000,0.00000,0.00000,0.14989,17.75627,3.00000,0.18000,0.07746,0.00000,0.00000,4.00000,1.00000,0.00000,1.35000,0.60000
3odu_cxcr4_C00845918_decoy1,58.28977,1381.54896,0.73505,22.45241,60.97500,-504.40032,-5.17516,0.00000,0.26469,0.03433,0.00000,0.12754,20.90051,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.30000,0.30000
3odu_cxcr4_C00970310_decoy1,66.59537,962.94172,1.52558,6.15514,67.89794,-399.50377,-23.37676,0.00000,2.71819,0.00000,0.00000,0.13904,13.41672,1.00000,0.02000,0.04472,0.00000,0.00000,1.00000,1.00000,0.00000,0.90000,0.05000
3odu_cxcr4_C01042098_decoy1,69.09865,1087.95784,1.20386,3.48985,98.09941,-455.21177,-14.87229,0.00000,1.45204,0.00000,0.00000,0.02257,26.27302,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.05000,0.10000
3odu_cxcr4_C01273571_decoy1,98.56674,1581.38320,0.94622,40.91309,49.98682,-625.25901,-8.26157,0.00000,0.94352,0.19290,0.19290,0.18887,24.71137,8.00000,1.28000,0.12649,0.00000,0.00000,10.00000,1.00000,0.00000,1.50000,0.65000
3odu_cxcr4_C01403425_decoy1,49.17170,1141.72516,0.77830,20.01916,40.55174,-392.08398,-9.73711,0.00000,1.19367,0.19841,0.00000,0.30449,21.11692,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.35000,0.50000
3odu_cxcr4_C01427712_decoy1,67.43445,1002.99479,1.61372,40.80554,42.94859,-435.42279,-18.21653,0.00000,2.32312,0.00000,0.00000,0.09348,20.69747,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.30000,0.60000
3odu_cxcr4_C01536411_decoy1,88.92179,1372.46674,1.00903,21.61117,84.07152,-527.22749,-8.72077,0.05466,0.78112,0.14259,0.00000,0.04251,9.90316,8.00000,1.28000,0.12649,0.00000,0.00000,8.00000,1.00000,0.00000,1.45000,0.35000
3odu_cxcr4_C01563590_decoy1,85.87446,1372.12916,1.47456,39.40596,43.19978,-526.62442,-16.28416,0.00000,2.05212,0.00000,0.00000,0.34106,21.47994,8.00000,1.28000,0.12649,0.00000,0.00000,6.00000,1.00000,0.00000,1.40000,0.90000
3odu_cxcr4_C01600859_decoy1,84.43997,1292.74055,0.71463,53.25531,35.31642,-546.49089,-1.38350,0.00760,0.00000,0.00760,0.00000,0.26657,10.68239,9.00000,1.62000,0.13416,0.00000,0.00000,12.00000,1.00000,0.00000,1.15000,0.55000
3odu_cxcr4_C01605772_decoy1,112.09055,1735.91793,2.45210,57.55573,87.61509,-690.96563,-22.52858,0.00539,2.88664,0.00539,0.14940,0.40030,29.77519,8.00000,1.28000,0.12649,0.00000,0.00000,6.00000,1.00000,0.00000,1.55000,0.70000
3odu_cxcr4_C01605773_decoy1,78.33715,1558.81912,2.39485,43.54787,58.94779,-595.17142,-22.08423,0.12756,3.09238,0.12756,0.13462,0.37902,26.58566,8.00000,1.28000,0.12649,0.00000,0.00000,6.00000,1.00000,0.00000,1.55000,0.70000
3odu_cxcr4_C01607643_decoy1,77.92709,1085.84695,1.60324,35.24698,43.22289,-452.67980,-16.29855,0.00000,2.30669,0.00000,0.40348,0.23144,10.99905,6.00000,0.72000,0.10954,0.00000,0.00000,8.00000,1.00000,0.00000,1.00000,0.40000
3odu_cxcr4_C01665651_decoy1,46.49250,997.69127,1.27012,6.23741,36.74042,-342.47146,-15.21116,0.00000,2.12676,0.00000,0.15674,0.44275,21.89530,6.00000,0.72000,0.10954,0.00000,0.00000,8.00000,1.00000,0.00000,1.25000,0.55000
3odu_cxcr4_C01684446_decoy1,65.90173,1254.29819,0.79485,14.26388,65.22919,-467.79558,-9.37487,0.00000,1.18806,0.00000,0.00000,0.37763,24.88339,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.70000,0.80000
3odu_cxcr4_C01691355_decoy1,83.50832,1433.57300,1.75527,33.40006,57.77928,-570.50821,-21.19364,0.03664,2.54623,0.03664,0.19764,0.49898,29.15840,8.00000,1.28000,0.12649,0.00000,0.00000,10.00000,1.00000,0.00000,1.75000,0.75000
3odu_cxcr4_C01692399_decoy1,62.22899,1000.66472,1.45542,32.69178,58.48152,-400.46495,-18.73119,0.00000,2.30447,0.00000,0.13820,0.30223,18.75789,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.80000,0.90000
3odu_cxcr4_C01692687_decoy1,76.77163,1479.09610,1.09393,48.98869,49.28409,-585.24405,-10.14124,0.08373,1.21237,0.08373,0.21525,0.38111,19.10752,11.00000,2.42000,0.14832,0.00000,0.00000,10.00000,1.00000,0.00000,1.40000,0.80000
3odu_cxcr4_C01694044_decoy1,70.20591,1354.90093,0.46832,27.44954,59.65683,-494.00446,-3.28937,0.05028,0.00000,0.00000,0.05028,0.37439,29.73325,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.75000,0.75000
3odu_cxcr4_C01700320_decoy1,69.99363,1149.29594,0.76869,38.91729,38.41054,-458.92617,-3.95816,0.00000,0.54622,0.00000,0.00000,0.20694,10.85830,8.00000,1.28000,0.12649,0.00000,0.00000,8.00000,1.00000,0.00000,1.10000,0.55000
3odu_cxcr4_C01700322_decoy1,90.22748,1246.26551,1.77890,49.42928,37.62298,-529.29056,-5.77800,0.00000,0.99928,0.00000,0.00000,0.23160,8.89631,8.00000,1.28000,0.12649,0.00000,0.00000,8.00000,1.00000,0.00000,1.10000,0.55000
3odu_cxcr4_C01704486_decoy1,108.91999,1614.75039,3.67625,33.72041,94.00431,-657.65324,-33.07608,0.00683,4.65343,0.18668,0.12824,0.53675,25.97039,6.00000,0.72000,0.10954,0.00000,0.00000,8.00000,1.00000,0.00000,1.85000,0.75000
3odu_cxcr4_C01713828_decoy1,90.11680,1565.63004,1.73750,26.02686,91.40485,-588.51813,-18.13362,0.03053,2.56156,0.48212,0.10069,0.48180,31.09804,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.90000,0.70000
3odu_cxcr4_C01772995_decoy1,97.68920,1428.57531,1.82723,50.20612,68.10615,-564.36941,-14.59296,0.02293,2.10208,0.29132,0.00000,0.26377,16.58028,8.00000,1.28000,0.12649,0.00000,0.00000,10.00000,1.00000,0.00000,1.35000,0.45000
3odu_cxcr4_C01798381_decoy1,112.42392,1565.45190,3.62378,55.90237,64.40744,-647.19404,-14.87902,0.00000,1.98344,0.30290,0.00000,0.30378,21.46413,8.00000,1.28000,0.12649,0.00000,0.00000,10.00000,1.00000,0.00000,1.55000,0.70000
3odu_cxcr4_C01848318_decoy1,73.81457,1413.65429,1.39713,42.36651,48.69124,-544.37396,-13.28321,0.00897,1.62074,0.11389,0.00897,0.41238,19.63257,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.50000,0.70000
3odu_cxcr4_C01922365_decoy1,86.64050,1217.37487,0.62763,33.29937,65.78957,-500.71584,-4.23025,0.24353,0.10910,0.24353,0.00000,0.24055,19.30742,6.00000,0.72000,0.10954,0.00000,0.00000,8.00000,1.00000,0.00000,1.10000,0.35000
3odu_cxcr4_C01954919_decoy1,81.02128,1141.90314,0.53767,49.24278,19.16003,-461.69106,-1.93946,0.00000,0.00000,0.00000,0.00000,0.30072,14.53853,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.00000,0.60000
3odu_cxcr4_C01961612_decoy1,75.21106,1295.70904,0.85152,55.45447,27.80328,-493.55784,-3.97452,0.00000,0.39959,0.00000,0.00000,0.18622,15.45270,1.00000,0.02000,0.04472,0.00000,0.00000,2.00000,1.00000,0.00000,1.25000,0.75000
3odu_cxcr4_C02013172_decoy1,47.84779,1066.21166,0.42746,6.00274,59.86134,-383.60117,-2.22640,0.00000,0.00000,0.00000,0.00000,0.05286,2.05220,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.10000,0.10000
3odu_cxcr4_C02022443_decoy1,71.88188,1092.48435,1.21964,50.38630,31.34870,-457.53351,-5.02203,0.00000,0.35082,0.00000,0.00000,0.05563,5.49955,8.00000,1.28000,0.12649,0.00000,0.00000,6.00000,1.00000,0.00000,1.05000,0.65000
3odu_cxcr4_C02024944_decoy1,72.84999,1012.81685,0.96133,10.88978,71.64479,-440.23749,-18.48017,0.00000,1.90117,0.00000,0.00000,0.19373,15.68159,5.00000,0.50000,0.10000,0.00000,0.00000,8.00000,1.00000,0.00000,0.90000,0.15000
3odu_cxcr4_C02026788_decoy1,78.82629,1230.57502,1.24021,38.37973,57.79129,-480.84049,-4.93281,0.00000,0.09791,0.00000,0.00000,0.18126,15.84681,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.30000,0.60000
3odu_cxcr4_C02136688_decoy1,95.91482,1582.49980,2.79857,51.07577,80.22326,-607.49714,-19.52306,0.59623,2.46698,0.07909,0.51714,0.35555,29.80150,7.00000,0.98000,0.11832,0.00000,0.00000,6.00000,1.00000,0.00000,1.75000,0.80000
3odu_cxcr4_C02168140_decoy1,82.54329,1211.48883,1.76100,68.23053,38.28638,-496.09032,-8.89167,0.00000,1.04911,0.14235,0.00000,0.33456,21.81291,6.00000,0.72000,0.10954,0.00000,0.00000,8.00000,1.00000,0.00000,1.20000,0.60000
3odu_cxcr4_C02252306_decoy1,79.40629,1339.34850,0.77579,31.33124,61.12232,-544.50554,-7.35658,0.00000,0.74872,0.00000,0.00000,0.43858,15.41735,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.30000,0.60000
3odu_cxcr4_C02343991_decoy1,93.02200,1375.02466,1.21567,54.19963,36.31851,-582.47667,-9.18824,0.00000,0.93971,0.04161,0.10579,0.24851,16.58706,11.00000,2.42000,0.14832,0.00000,0.00000,12.00000,1.00000,0.00000,1.20000,0.70000
3odu_cxcr4_C02387626_decoy1,53.04920,1172.75697,0.46013,36.37772,22.70525,-430.29291,-0.27644,0.00000,0.00000,0.00000,0.00000,0.23437,16.16743,6.00000,0.72000,0.10954,0.00000,0.00000,6.00000,1.00000,0.00000,1.45000,0.85000
3odu_cxcr4_C02475561_decoy1,62.39908,820.68412,1.47460,17.96527,64.22951,-366.83947,-18.50686,0.03251,2.21274,0.13525,0.03251,0.32915,14.03044,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,0.70000,0.15000
3odu_cxcr4_C02478830_decoy1,74.27111,1183.21088,0.81271,53.27376,19.81506,-481.48369,-0.38969,0.00000,0.00000,0.00000,0.00000,0.06451,6.52560,10.00000,2.00000,0.14142,0.00000,0.00000,8.00000,1.00000,0.00000,1.30000,0.90000
3odu_cxcr4_C02624425_decoy1,86.12596,1169.81101,2.21020,58.91126,46.83416,-496.69583,-25.27774,0.00021,3.90728,0.72516,0.59426,0.29349,11.24503,8.00000,1.28000,0.12649,0.00000,0.00000,12.00000,1.00000,0.00000,1.05000,0.50000
3odu_cxcr4_C02686495_decoy1,94.11615,1300.57253,2.29549,68.99222,28.22526,-568.47959,-4.44565,0.00000,0.73119,0.00000,0.00000,0.30853,22.50255,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.65000,1.05000
3odu_cxcr4_C02754850_decoy1,77.46381,1356.09845,0.76760,40.54219,38.72999,-505.26232,-4.84948,0.00000,0.71406,0.00000,0.00000,0.15874,14.79942,9.00000,1.62000,0.13416,0.00000,0.00000,12.00000,1.00000,0.00000,1.60000,0.70000
3odu_cxcr4_C02782158_decoy1,93.80749,1498.00113,1.07915,61.54040,36.32559,-601.47416,-1.37822,0.00000,0.00000,0.00000,0.00000,0.16400,15.53482,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.35000,0.65000
3odu_cxcr4_C02800419_decoy1,73.01314,1090.65832,0.85445,18.18713,76.83036,-425.34465,-12.62552,0.00002,1.52400,0.00002,0.00000,0.26503,19.62021,4.00000,0.32000,0.08944,0.00000,0.00000,6.00000,1.00000,0.00000,1.05000,0.15000
3odu_cxcr4_C02823430_decoy1,115.22709,1396.06768,1.83539,52.34254,50.87764,-629.10981,-3.70272,0.00000,0.27236,0.03635,0.00000,0.23071,15.03771,9.00000,1.62000,0.13416,0.00000,0.00000,10.00000,1.00000,0.00000,1.20000,0.65000
3odu_cxcr4_C02860807_decoy1,75.06113,1063.10432,1.16449,42.06378,54.42700,-449.53596,-10.12389,0.00814,1.15558,0.00814,0.00000,0.13697,10.96540,9.00000,1.62000,0.13416,0.00000,0.00000,10.00000,1.00000,0.00000,1.10000,0.40000
3odu_cxcr4_C02890141_decoy1,71.87636,1113.34916,1.61480,27.18858,59.62665,-441.33396,-10.48301,0.00000,1.43757,0.00000,0.00000,0.19509,13.73087,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.15000,0.30000
3odu_cxcr4_C03114922_decoy1,64.00608,1212.81411,0.63362,31.14445,39.41835,-446.80279,-4.64005,0.00105,0.50347,0.00000,0.00105,0.03907,16.56639,10.00000,2.00000,0.14142,0.00000,0.00000,6.00000,1.00000,0.00000,1.20000,0.50000
3odu_cxcr4_C03116603_decoy1,115.08662,1675.18418,3.48895,44.43266,94.30530,-703.20729,-26.95638,0.00000,3.89001,0.41855,0.45608,0.37963,35.63135,9.00000,1.62000,0.13416,0.00000,0.00000,10.00000,1.00000,0.00000,1.45000,0.60000
3odu_cxcr4_C03168506_decoy1,108.44303,1645.27588,2.15430,56.26925,67.01513,-674.10979,-9.17443,0.00000,1.17202,0.00000,0.00000,0.22840,23.98261,7.00000,0.98000,0.11832,0.00000,0.00000,10.00000,1.00000,0.00000,1.45000,0.60000
3odu_cxcr4_C03239668_decoy1,68.38350,923.29042,0.57074,17.47359,60.39928,-399.31866,-11.97101,0.00440,1.03321,0.22854,0.00305,0.19398,16.15531,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,0.85000,0.25000
3odu_cxcr4_C03255921_decoy1,68.56342,1085.20647,0.66235,42.00712,45.71898,-447.14707,-2.29034,0.00000,0.00000,0.00000,0.00000,0.27862,15.30320,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.20000,0.55000
3odu_cxcr4_C03518590_decoy1,94.27879,998.78820,1.92903,48.31419,49.76668,-454.61948,-21.58545,0.00000,3.22442,0.74011,0.05383,0.26789,13.76865,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,0.95000,0.45000
3odu_cxcr4_C03571747_decoy1,84.45734,1518.78905,0.78267,58.29461,47.81764,-587.89811,-1.33432,0.00306,0.00000,0.00306,0.00000,0.18005,13.56502,6.00000,0.72000,0.10954,0.00000,0.00000,10.00000,1.00000,0.00000,1.35000,0.80000
3odu_cxcr4_C03771028_decoy1,82.32133,1405.11205,1.42037,47.37342,37.90270,-526.42457,-0.80788,0.00000,0.00000,0.00000,0.00000,0.22850,31.55192,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.40000,0.60000
3odu_cxcr4_C03830997_decoy1,64.44493,1274.26894,2.59142,25.57029,63.44351,-482.17084,-21.28074,0.02463,3.20858,0.02463,1.04215,0.36100,14.89784,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.35000,0.30000
3odu_cxcr4_C03838819_decoy1,97.32896,1538.92808,1.96188,20.26654,92.45388,-612.77615,-33.78683,0.00000,4.39278,0.16142,0.26377,0.47625,24.75914,9.00000,1.62000,0.13416,0.00000,0.00000,10.00000,1.00000,0.00000,1.55000,0.50000
3odu_cxcr4_C03838834_decoy1,96.30170,1619.34885,2.34114,30.30612,76.94277,-608.98893,-26.73866,0.00460,3.62709,0.07152,0.00000,0.52181,26.33036,9.00000,1.62000,0.13416,0.00000,0.00000,10.00000,1.00000,0.00000,1.60000,0.60000
3odu_cxcr4_C03840175_decoy1,92.35641,1361.25594,1.92630,30.82611,82.53479,-520.45720,-31.32533,0.03785,3.99788,0.26644,0.08092,0.46254,21.71044,9.00000,1.62000,0.13416,0.00000,0.00000,8.00000,1.00000,0.00000,1.45000,0.45000
3odu_cxcr4_C03840755_decoy1,63.22795,1393.99272,1.22806,23.65116,54.63995,-516.65788,-14.20859,0.00000,1.80892,0.00000,0.00000,0.25950,14.93451,6.00000,0.72000,0.10954,0.00000,0.00000,10.00000,1.00000,0.00000,1.75000,0.70000
3odu_cxcr4_C03852038_decoy1,44.01770,892.29507,0.79156,22.98995,37.84594,-309.86632,-12.70632,0.00000,1.57502,0.40101,0.06510,0.32834,20.30801,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,1.20000,0.65000
3odu_cxcr4_C03954275_decoy1,77.91818,1349.47486,1.64527,27.95882,65.40039,-546.65802,-27.19841,0.00000,3.60499,0.00000,0.00000,0.24424,34.33753,5.00000,0.50000,0.10000,0.00000,0.00000,8.00000,1.00000,0.00000,1.35000,0.55000
3odu_cxcr4_C03978082_decoy1,97.57142,1277.91970,2.14958,32.90267,87.41630,-512.36913,-27.87620,0.00000,3.13291,0.32738,0.03843,0.43339,16.75228,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.35000,0.30000
3odu_cxcr4_C03995983_decoy1,85.58743,1558.18697,2.37435,45.11157,48.99734,-601.88527,-3.94683,0.00010,0.49771,0.00010,0.00000,0.22860,2.01647,6.00000,0.72000,0.10954,0.00000,0.00000,5.00000,1.00000,0.00000,1.40000,0.95000
3odu_cxcr4_C04016812_decoy1,94.16928,1535.65750,1.83499,31.58713,76.65310,-634.62899,-18.20110,0.04829,2.05275,0.29495,0.00000,0.28120,22.62075,9.00000,1.62000,0.13416,0.00000,0.00000,12.00000,1.00000,0.00000,1.60000,0.70000
3odu_cxcr4_C04023819_decoy1,97.02331,1516.06759,1.74946,63.56956,43.95398,-616.53716,-19.76916,0.00000,2.97004,0.57806,0.20905,0.29097,20.29631,10.00000,2.00000,0.14142,0.00000,0.00000,12.00000,1.00000,0.00000,1.40000,0.70000
3odu_cxcr4_C04041896_decoy1,93.02407,1394.08635,1.29131,32.76498,64.76266,-546.90501,-8.56365,0.00000,1.34991,0.00000,0.45648,0.42963,24.43671,8.00000,1.28000,0.12649,0.00000,0.00000,8.00000,1.00000,0.00000,1.85000,1.05000
3odu_cxcr4_C04050461_decoy1,81.03942,1212.98978,0.51289,45.73466,39.69350,-463.10354,-1.21722,0.00000,0.00000,0.00000,0.00000,0.14273,24.95110,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.20000,0.45000
3odu_cxcr4_C04086592_decoy1,86.35597,1388.06140,2.11676,72.63916,29.16585,-523.47417,-1.02409,0.00014,0.00000,0.00014,0.00000,0.13324,3.27655,3.00000,0.18000,0.07746,0.00000,0.00000,4.00000,1.00000,0.00000,1.45000,0.85000
3odu_cxcr4_C04087517_decoy1,55.26702,1110.06241,0.68952,38.13226,30.52099,-403.73905,-3.64329,0.00000,0.47282,0.00000,0.00000,0.06690,4.73685,3.00000,0.18000,0.07746,0.00000,0.00000,4.00000,1.00000,0.00000,1.45000,0.85000
3odu_cxcr4_C04202366_decoy1,69.35814,888.73941,0.74305,23.81939,49.91385,-344.61281,-5.10886,0.00000,0.17886,0.00000,0.00000,0.36006,15.70960,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,0.75000,0.20000
3odu_cxcr4_C04222360_decoy1,82.00220,1472.42052,2.86282,34.57107,86.83295,-573.65293,-19.31596,0.00000,2.71485,0.28988,0.00000,0.35294,16.79657,7.00000,0.98000,0.11832,0.00000,0.00000,10.00000,1.00000,0.00000,1.85000,0.70000
3odu_cxcr4_C04261664_decoy1,83.94826,1406.91013,1.56299,36.50475,54.06389,-557.05284,-10.20121,0.00895,1.22545,0.00895,0.00000,0.17403,11.42846,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.50000,0.65000
3odu_cxcr4_C04277599_decoy1,73.87354,1061.95733,1.25655,40.10564,41.55928,-413.87478,-11.26306,0.01153,1.45247,0.01153,0.00000,0.26297,14.47952,6.00000,0.72000,0.10954,0.00000,0.00000,10.00000,1.00000,0.00000,1.00000,0.35000
3odu_cxcr4_C04279517_decoy1,94.70898,963.46145,1.48499,40.25647,63.36223,-450.64134,-20.42515,0.00000,2.34730,0.41936,0.38338,0.27028,11.75045,8.00000,1.28000,0.12649,0.00000,0.00000,8.00000,1.00000,0.00000,0.90000,0.35000
3odu_cxcr4_C04290621_decoy1,57.78938,829.03635,1.11372,38.43362,28.85798,-334.35407,-20.55564,0.00000,2.94673,0.28213,0.00000,0.24423,12.81739,3.00000,0.18000,0.07746,0.00000,0.00000,4.00000,1.00000,0.00000,0.80000,0.35000
3odu_cxcr4_C04300288_decoy1,84.48176,1160.21782,1.27712,38.85834,48.58807,-467.84008,-11.80115,0.00220,1.74166,0.00220,0.31872,0.16283,14.09424,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.05000,0.40000
3odu_cxcr4_C04301653_decoy1,75.19109,1530.09863,1.79049,32.67025,57.99574,-581.43320,-10.82536,0.00000,1.41801,0.28491,0.00000,0.08361,21.78263,9.00000,1.62000,0.13416,0.00000,0.00000,10.00000,1.00000,0.00000,1.40000,0.65000
3odu_cxcr4_C04324388_decoy1,67.55726,1097.06208,0.83271,40.22703,37.40492,-414.57293,-8.91860,0.00000,1.36831,0.00000,0.00000,0.22049,20.23073,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.25000,0.60000
3odu_cxcr4_C04324419_decoy1,108.53526,1660.53136,1.99018,34.81845,88.42647,-697.00713,-13.95178,0.00000,1.69295,0.29903,0.00000,0.34624,25.81688,9.00000,1.62000,0.13416,0.00000,0.00000,14.00000,1.00000,0.00000,1.50000,0.55000
3odu_cxcr4_C04324435_decoy1,87.04493,1348.75862,0.87326,46.50321,53.80943,-523.27625,-5.31399,0.00000,0.74033,0.00000,0.26857,0.23640,24.45912,7.00000,0.98000,0.11832,0.00000,0.00000,10.00000,1.00000,0.00000,1.35000,0.55000
3odu_cxcr4_C04330637_decoy1,47.69765,1044.76188,0.84952,21.33249,43.33323,-364.63944,-9.53807,0.00000,0.92068,0.00000,0.00000,0.13106,12.08818,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.30000,0.65000
