Name,gauss(o=0_w=0.5_c=8),gauss(o=3_w=2_c=8),repulsion(o=0_c=8),hydrophobic(g=0.5_b=1.5_c=8),non_hydrophobic(g=0.5_b=1.5_c=8),vdw(i=6_j=12_s=1_^=100_c=8),non_dir_h_bond_lj(o=-0.7_^=100_c=8),non_dir_anti_h_bond_quadratic(o=0_c=8),non_dir_h_bond(g=-0.7_b=0_c=8),acceptor_acceptor_quadratic(o=0_c=8),donor_donor_quadratic(o=0_c=8),electrostatic(i=2_^=100_c=8),ad4_solvation(d-sigma=3.6_s/q=0.01097_c=8),num_tors_add,num_tors_sqr,num_tors_sqrt,num_tors_div,num_tors_div_simple,ligand_length,num_ligands,num_heavy_atoms_div,num_heavy_atoms,num_hydrophobic_atoms
1l2s_ampc_114_active_8_-61,65.20230,1022.04689,2.45140,24.19761,68.37514,-414.02594,-31.95086,0.00132,4.68852,0.62636,0.00000,0.42908,23.71368,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.05000,0.30000
1l2s_ampc_115_active_8_-61,63.23665,1078.61968,2.85896,15.55885,72.62649,-415.08750,-36.38443,0.02058,5.42259,0.97932,0.00000,0.44753,25.26011,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.10000,0.30000
1l2s_ampc_116_active_8_-61,67.96458,1087.22918,2.74921,21.04423,81.02269,-439.10056,-38.69785,0.06901,5.38047,0.84089,0.29780,0.56045,29.21156,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.10000,0.25000
1l2s_ampc_117_active_8_-61,69.99724,1013.78766,2.54907,20.73675,79.98061,-413.12933,-36.35996,0.06191,4.99059,0.84724,0.01593,0.44326,23.11508,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.05000,0.25000
1l2s_ampc_118_active_8_-61,60.97239,1036.28644,2.40093,19.66257,68.71308,-404.67026,-32.41023,0.00000,4.66316,0.91360,0.00000,0.42425,23.40946,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.05000,0.25000
1l2s_ampc_119_active_8_-61,74.08058,1030.09553,2.22140,22.95172,57.17306,-446.08749,-15.46736,0.62623,1.46367,0.62623,0.07397,0.26197,16.72769,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.00000,0.30000
1l2s_ampc_120_active_8_-61,73.16510,1073.26833,2.19178,24.16982,80.43579,-450.57288,-27.21267,0.01492,3.86959,0.64344,0.00000,0.15086,10.96465,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.05000,0.30000
1l2s_ampc_121_active_8_-61,82.39975,1091.26507,2.11937,28.58046,75.02075,-434.18815,-34.11392,0.00724,4.74892,0.48322,0.76911,0.54824,25.80846,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.05000,0.25000
1l2s_ampc_201_active_8_-61,58.65012,1024.97565,1.86938,38.54807,44.88344,-363.53149,-24.25505,0.00000,3.67582,0.80061,0.76198,0.45808,26.45666,5.00000,0.50000,0.10000,0.00000,0.00000,4.00000,1.00000,0.00000,1.30000,0.60000
1l2s_ampc_202_active_8_-61,63.87502,1105.96365,2.40314,30.86522,66.76621,-438.61826,-33.44531,0.05683,4.76149,0.48327,0.38029,0.58928,34.73198,5.00000,0.50000,0.10000,0.00000,0.00000,4.00000,1.00000,0.00000,1.25000,0.65000
1l2s_ampc_203_active_8_-61,66.02497,1115.07430,2.42694,27.10290,71.54464,-440.10269,-36.49667,0.03964,5.18640,0.45588,0.32665,0.58690,34.58933,5.00000,0.50000,0.10000,0.00000,0.00000,4.00000,1.00000,0.00000,1.30000,0.60000
1l2s_ampc_205_active_8_-61,57.90421,943.57495,1.37819,29.64781,56.33244,-353.04980,-23.46062,0.00000,3.16354,0.53036,0.41872,0.40804,25.35873,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.10000,0.65000
1l2s_ampc_206_active_8_-61,78.13913,1184.56734,2.06463,43.68001,68.46824,-509.76255,-28.83969,0.05034,3.87208,0.71533,0.28637,0.38006,24.70940,4.00000,0.32000,0.08944,0.00000,0.00000,6.00000,1.00000,0.00000,1.15000,0.60000
1l2s_ampc_207_active_8_-61,82.46755,1199.87235,3.69279,28.51388,81.12472,-530.28728,-45.34654,0.29194,6.75124,0.88492,0.71905,0.33087,21.53385,6.00000,0.72000,0.10954,0.00000,0.00000,4.00000,1.00000,0.00000,1.60000,0.90000
1l2s_ampc_208_active_8_-61,62.84700,1188.64632,1.55311,30.01657,62.75574,-450.72324,-24.54234,0.00000,3.20424,0.29671,0.80504,0.59774,33.63832,6.00000,0.72000,0.10954,0.00000,0.00000,4.00000,1.00000,0.00000,1.50000,0.90000
1l2s_ampc_210_active_8_-61,41.97439,831.98743,1.58710,12.64058,35.27744,-320.90781,-19.79095,0.00000,3.24955,0.00000,0.00000,0.36098,24.73602,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.40000,0.65000
1l2s_ampc_211_active_8_-61,76.24609,1201.88885,3.14321,48.51566,67.67847,-492.69028,-34.31478,0.09997,4.98791,0.49078,0.47612,0.60743,34.72360,5.00000,0.50000,0.10000,0.00000,0.00000,4.00000,1.00000,0.00000,1.45000,0.85000
1l2s_ampc_212_active_8_-61,64.08618,1041.48501,1.63199,19.71097,69.32337,-399.02229,-24.74995,0.08360,3.25211,0.47238,0.32486,0.56704,31.43602,6.00000,0.72000,0.10954,0.00000,0.00000,8.00000,1.00000,0.00000,1.10000,0.35000
1l2s_ampc_213_active_8_-61,65.52278,1055.01119,2.24376,34.57219,68.86925,-411.16899,-31.98343,0.00000,4.83105,0.74379,1.08859,0.58964,31.60757,5.00000,0.50000,0.10000,0.00000,0.00000,4.00000,1.00000,0.00000,1.10000,0.50000
1l2s_ampc_301_active_8_-61,34.86857,569.62065,0.36385,25.83000,19.25457,-217.65704,-7.03205,0.00000,0.84264,0.00000,0.00000,0.08978,5.67822,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,0.85000,0.40000
1l2s_ampc_302_active_8_-61,48.95894,837.18904,1.06790,39.21247,34.27111,-314.77457,-17.05536,0.00340,2.25682,0.30146,0.00000,0.38717,12.71114,4.00000,0.32000,0.08944,0.00000,0.00000,6.00000,1.00000,0.00000,0.85000,0.50000
1l2s_ampc_303_active_8_-61,44.81982,567.73447,1.41921,18.84256,56.65386,-246.85226,-21.12886,0.00000,2.89863,0.25005,0.00000,-0.05647,4.35644,1.00000,0.02000,0.04472,0.00000,0.00000,1.00000,1.00000,0.00000,0.70000,0.20000
1l2s_ampc_304_active_8_-61,51.25743,860.36934,1.86291,21.15719,55.57013,-348.67890,-21.22979,0.40959,2.89163,0.50826,0.00000,0.36876,23.45146,3.00000,0.18000,0.07746,0.00000,0.00000,2.00000,1.00000,0.00000,0.90000,0.35000
1l2s_ampc_306_active_8_-61,59.26207,735.79340,3.40966,20.66398,63.61816,-303.30148,-34.55632,0.20616,4.88782,1.28647,0.01410,0.33612,17.29970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.65000,0.25000
1l2s_ampc_307_active_8_-61,55.94205,543.06296,1.01219,3.22392,78.04413,-284.18667,-16.64312,0.00000,1.82826,0.00000,0.00000,0.20097,19.26912,3.00000,0.18000,0.07746,0.00000,0.00000,4.00000,1.00000,0.00000,0.85000,0.30000
1l2s_ampc_308_active_8_-61,44.58396,508.38644,0.56866,13.84044,50.53003,-222.23763,-12.87752,0.00000,1.13200,0.00000,0.00000,0.13812,11.72066,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.80000,0.30000
1l2s_ampc_309_active_8_-61,29.83019,471.87488,0.91800,25.23317,15.67047,-181.84675,-12.76421,0.00000,2.16795,0.00000,0.00000,0.17403,10.85116,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.90000,0.40000
1l2s_ampc_310_active_8_-61,34.59989,598.96821,0.75376,10.10322,16.61915,-222.54477,-8.83985,0.00000,1.41570,0.12128,0.00000,0.24169,13.94559,3.00000,0.18000,0.07746,0.00000,0.00000,4.00000,1.00000,0.00000,0.85000,0.45000
1l2s_ampc_312_active_8_-61,76.82072,820.52377,2.39485,15.71748,51.98012,-374.38339,-24.04672,0.00037,3.44563,0.45040,0.00000,0.32901,24.95062,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,0.70000,0.30000
1l2s_ampc_313_active_8_-61,31.04223,324.37089,0.99188,0.00000,55.90170,-155.61534,-19.92136,0.00888,2.60443,0.00888,0.36151,0.32658,16.02691,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,0.40000,0.00000
1l2s_ampc_314_active_8_-61,36.52434,620.28580,1.08364,11.89350,31.02256,-232.53928,-15.35801,0.00000,2.32171,0.00000,0.00000,0.28773,12.46492,1.00000,0.02000,0.04472,0.00000,0.00000,1.00000,1.00000,0.00000,0.80000,0.35000
1l2s_ampc_317_active_8_-61,46.38324,841.81981,1.32019,15.94715,41.00545,-325.91210,-19.58171,0.02187,2.84883,0.47033,0.00000,0.32442,20.26563,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,0.80000,0.35000
1l2s_ampc_319_active_8_-61,61.24067,696.13608,1.11948,19.84236,46.21854,-299.17011,-16.94814,0.01910,2.17024,0.22390,0.00000,0.37109,22.16520,1.00000,0.02000,0.04472,0.00000,0.00000,1.00000,1.00000,0.00000,0.70000,0.20000
1l2s_ampc_320_active_8_-61,47.06355,683.74139,1.43861,18.32406,40.27902,-281.64278,-19.08079,0.00000,2.39802,0.14533,0.00000,0.22455,7.68543,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,0.75000,0.30000
1l2s_ampc_322_active_8_-61,41.97738,661.69900,1.33413,10.47459,42.18994,-258.60305,-20.54411,0.10411,2.98480,0.43478,0.00000,0.32719,16.91979,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,0.60000,0.15000
1l2s_ampc_C00002070_decoy1,49.55191,710.03988,1.66850,7.47519,53.10382,-301.58395,-23.24805,0.00000,3.63093,0.48362,0.00000,0.09703,14.66175,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.85000,0.30000
1l2s_ampc_C00031921_decoy1,68.49805,1009.34794,1.85966,13.55963,78.86379,-421.96823,-29.48566,0.00587,4.18294,0.34800,0.00000,0.32670,17.68225,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.05000,0.30000
1l2s_ampc_C00039840_decoy1,45.91173,787.84888,1.12816,6.77956,55.80815,-326.12369,-19.10702,0.00000,2.56698,0.25494,0.00000,0.09264,14.40021,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.80000,0.05000
1l2s_ampc_C00053472_decoy1,56.62491,645.06074,0.84584,2.35111,56.71993,-282.83465,-11.70845,0.00000,1.61510,0.00000,0.00000,0.13828,14.82396,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,0.85000,0.20000
1l2s_ampc_C00055118_decoy1,55.43539,615.49919,0.50309,6.61297,51.82372,-265.68480,-9.40520,0.03444,1.08908,0.03444,0.00000,0.11092,10.68325,1.00000,0.02000,0.04472,0.00000,0.00000,1.00000,1.00000,0.00000,0.70000,0.20000
1l2s_ampc_C00057523_decoy1,44.64469,683.66090,1.24813,25.67335,38.54165,-276.72537,-16.47851,0.00421,2.32455,0.43380,0.00000,0.10459,9.44714,1.00000,0.02000,0.04472,0.00000,0.00000,1.00000,1.00000,0.00000,0.75000,0.25000
1l2s_ampc_C00073054_decoy1,42.50303,579.93220,1.34441,3.65450,48.45165,-258.37336,-19.81509,0.00000,3.02728,0.40315,0.00000,0.08020,12.24453,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,0.65000,0.15000
1l2s_ampc_C00082493_decoy1,81.42809,1151.70984,1.72798,43.58107,46.45949,-500.06887,-15.44319,0.00104,2.42727,0.00104,0.00000,0.24612,14.68042,4.00000,0.32000,0.08944,0.00000,0.00000,6.00000,1.00000,0.00000,1.15000,0.55000
1l2s_ampc_C00082496_decoy1,80.08817,1160.59590,1.20222,31.87738,40.63708,-497.50387,-12.09267,0.00000,1.66978,0.12866,0.00000,0.23338,15.90089,4.00000,0.32000,0.08944,0.00000,0.00000,6.00000,1.00000,0.00000,1.15000,0.55000
1l2s_ampc_C00091681_decoy1,46.06619,382.35125,1.66500,8.39611,53.02750,-236.95335,-22.09167,0.10077,3.41694,0.59763,0.20381,0.09398,3.96199,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.70000,0.20000
1l2s_ampc_C00100913_decoy1,44.31450,773.05696,1.29715,22.01688,37.46061,-304.50875,-17.95896,0.03291,2.96245,0.50224,0.00000,0.20941,12.16081,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,0.90000,0.45000
1l2s_ampc_C00107886_decoy1,52.13570,781.88401,0.98830,34.83043,27.98041,-313.86575,-10.70302,0.00012,1.18632,0.10387,0.09549,0.12143,5.45990,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.80000,0.40000
1l2s_ampc_C00113488_decoy1,66.31648,1012.18564,1.38267,20.08510,61.92714,-406.74292,-18.13638,0.08602,2.44202,0.39414,0.00000,0.33697,14.09199,5.00000,0.50000,0.10000,0.00000,0.00000,8.00000,1.00000,0.00000,1.00000,0.35000
1l2s_ampc_C00120763_decoy1,48.66987,708.36877,1.39892,22.12320,53.61909,-285.34549,-19.34775,0.04211,2.60049,0.61935,0.00013,0.10316,13.26496,1.00000,0.02000,0.04472,0.00000,0.00000,1.00000,1.00000,0.00000,0.70000,0.25000
1l2s_ampc_C00121109_decoy1,39.57396,615.59839,0.61530,2.34569,53.59923,-243.37934,-13.05379,0.00000,1.63121,0.00000,0.00000,0.06586,7.73656,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,1.00000,0.40000
1l2s_ampc_C00124470_decoy1,42.44053,897.35097,0.93772,11.66045,47.94914,-318.85469,-13.77654,0.00000,1.86142,0.31385,0.00000,0.06936,9.75331,3.00000,0.18000,0.07746,0.00000,0.00000,2.00000,1.00000,0.00000,1.00000,0.30000
1l2s_ampc_C00124493_decoy1,47.13105,960.80582,1.27150,16.18612,51.01818,-363.23964,-18.39206,0.01074,2.90961,0.26762,0.00000,0.11626,10.69428,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.15000,0.45000
1l2s_ampc_C00126603_decoy1,59.69708,742.93002,0.88300,14.10893,64.41988,-324.96034,-16.72280,0.04595,2.15714,0.26990,0.00000,0.09343,2.58073,3.00000,0.18000,0.07746,0.00000,0.00000,4.00000,1.00000,0.00000,0.70000,0.10000
1l2s_ampc_C00127782_decoy1,45.89584,606.20974,0.91389,22.85712,41.88574,-256.62711,-17.85557,0.00780,2.53946,0.19102,0.22301,0.10993,7.02717,3.00000,0.18000,0.07746,0.00000,0.00000,4.00000,1.00000,0.00000,0.60000,0.20000
1l2s_ampc_C00129398_decoy1,53.98974,940.99119,0.87289,11.38028,42.58560,-356.69145,-7.09262,0.08104,0.95849,0.08104,0.00000,0.11379,15.14670,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.10000,0.35000
1l2s_ampc_C00153553_decoy1,42.25300,592.14987,1.35549,11.35925,38.15134,-232.64974,-19.09339,0.00000,2.98091,0.35973,0.00000,0.25285,13.75759,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,0.65000,0.15000
1l2s_ampc_C00167976_decoy1,51.29469,860.29668,0.78893,21.82448,52.25440,-327.07487,-12.80830,0.19576,1.16861,0.34164,0.00000,0.22877,10.41084,3.00000,0.18000,0.07746,0.00000,0.00000,4.00000,1.00000,0.00000,0.85000,0.25000
1l2s_ampc_C00209241_decoy1,89.96253,1226.17523,1.84010,30.75887,82.69268,-538.64440,-22.79937,0.00100,3.12098,0.06116,0.00000,0.24121,15.10473,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.20000,0.45000
1l2s_ampc_C00235891_decoy1,72.81639,1021.15392,1.94184,35.96896,53.82058,-404.82715,-28.70169,0.00000,4.50306,0.74161,0.57733,0.20866,15.75796,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,1.00000,0.50000
1l2s_ampc_C00237834_decoy1,38.55113,759.83166,0.78663,11.83659,49.53313,-294.97288,-14.97822,0.00000,1.89823,0.00000,0.00000,0.10394,13.22747,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.00000,0.35000
1l2s_ampc_C00249507_decoy1,88.03834,1230.64537,5.35996,55.72961,74.47507,-534.08895,-39.01336,0.03015,5.46982,1.63045,0.33849,0.24676,12.17875,3.00000,0.18000,0.07746,0.00000,0.00000,4.00000,1.00000,0.00000,1.20000,0.65000
1l2s_ampc_C00295961_decoy1,60.06322,599.01497,0.77364,19.61848,28.56277,-309.58360,-0.96017,0.02888,0.00000,0.02888,0.00000,0.11485,10.18190,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,0.90000,0.45000
1l2s_ampc_C00381248_decoy1,47.26941,692.67917,0.53523,12.88512,67.52752,-284.46986,-9.61251,0.00000,1.09293,0.00000,0.00000,0.06066,10.81910,1.00000,0.02000,0.04472,0.00000,0.00000,1.00000,1.00000,0.00000,0.80000,0.10000
1l2s_ampc_C00404008_decoy1,58.91671,657.26329,0.66585,22.69577,40.82654,-273.44691,-7.13704,0.00000,0.69476,0.00370,0.00000,0.10343,5.41583,3.00000,0.18000,0.07746,0.00000,0.00000,2.00000,1.00000,0.00000,0.90000,0.40000
1l2s_ampc_C00406524_decoy1,30.75543,510.25809,0.76921,13.15850,31.17733,-208.38300,-11.98023,0.00000,1.70873,0.03836,0.00000,0.06944,8.52988,1.00000,0.02000,0.04472,0.00000,0.00000,1.00000,1.00000,0.00000,0.65000,0.20000
1l2s_ampc_C00628576_decoy1,76.31508,1154.55803,2.78546,26.24504,70.98436,-470.20305,-23.41235,0.05470,3.51550,0.08016,0.28755,0.21794,7.02503,5.00000,0.50000,0.10000,0.00000,0.00000,6.00000,1.00000,0.00000,1.40000,0.70000
1l2s_ampc_C00715736_decoy1,66.44259,1111.50333,2.36801,38.25204,57.27411,-475.88063,-23.39531,0.10394,3.57010,0.54343,0.00000,0.15157,12.34121,3.00000,0.18000,0.07746,0.00000,0.00000,3.00000,1.00000,0.00000,1.20000,0.65000
1l2s_ampc_C00725588_decoy1,58.76932,1181.11905,1.61654,30.73874,27.32178,-448.58963,-11.44499,0.00000,1.55579,0.45184,0.00000,0.16246,2.35129,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.45000,0.90000
1l2s_ampc_C00763002_decoy1,76.55364,1255.60988,2.82842,35.38856,54.35874,-516.79143,-8.72509,0.00294,0.60126,0.18008,0.00000,0.14008,8.61835,3.00000,0.18000,0.07746,0.00000,0.00000,2.00000,1.00000,0.00000,1.50000,0.90000
1l2s_ampc_C00796174_decoy1,61.11141,961.48805,1.65126,19.92118,54.32102,-426.13922,-8.57508,0.30648,0.57253,0.30648,0.00000,0.12825,8.84336,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.35000,0.70000
1l2s_ampc_C00969372_decoy1,41.96015,896.48267,0.76367,12.68680,34.23874,-307.35033,-12.07515,0.00120,1.51758,0.00120,0.00000,0.20233,10.86047,5.00000,0.50000,0.10000,0.00000,0.00000,8.00000,1.00000,0.00000,1.10000,0.50000
1l2s_ampc_C01031044_decoy1,58.08955,772.10087,1.08412,22.14818,62.45191,-324.37224,-21.43288,0.00480,2.57513,0.25433,0.00000,0.07515,7.57029,2.00000,0.08000,0.06325,0.00000,0.00000,2.00000,1.00000,0.00000,0.85000,0.35000
1l2s_ampc_C01041959_decoy1,53.29928,603.12107,0.90953,29.72578,34.22262,-259.68595,-13.11145,0.15945,1.56505,0.50702,0.00000,0.09357,7.74676,1.00000,0.02000,0.04472,0.00000,0.00000,1.00000,1.00000,0.00000,0.60000,0.25000
1l2s_ampc_C01059225_decoy1,96.57981,1301.86525,2.05275,31.81526,99.58508,-573.92590,-30.00053,0.06933,4.03204,0.56980,0.00000,0.23727,18.29496,7.00000,0.98000,0.11832,0.00000,0.00000,8.00000,1.00000,0.00000,1.35000,0.55000
1l2s_ampc_C01086073_decoy1,48.81817,411.63289,1.08335,0.00000,87.28481,-246.19815,-18.38087,0.07299,2.05011,0.19275,0.00000,0.14154,13.43120,1.00000,0.02000,0.04472,0.00000,0.00000,1.00000,1.00000,0.00000,0.65000,0.00000
1l2s_ampc_C01237102_decoy1,57.34252,955.44250,1.05042,24.17801,39.86736,-361.03819,-13.61508,0.15362,1.38744,0.26860,0.00000,0.12708,7.45817,3.00000,0.18000,0.07746,0.00000,0.00000,4.00000,1.00000,0.00000,1.05000,0.45000
1l2s_ampc_C01239139_decoy1,38.22076,430.02665,0.84836,3.00249,34.09765,-189.55004,-10.07062,0.00000,1.55899,0.00000,0.00000,0.04929,4.08970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.45000,0.05000
1l2s_ampc_C01239417_decoy1,83.31352,1052.52094,1.61213,27.79155,78.07506,-441.25510,-20.47549,0.05732,2.67616,0.11703,0.00000,0.14438,11.36003,6.00000,0.72000,0.10954,0.00000,0.00000,8.00000,1.00000,0.00000,1.30000,0.50000
1l2s_ampc_C01244854_decoy1,60.66431,912.85809,0.83236,19.84654,51.34304,-365.06300,-16.18354,0.00208,1.70375,0.16454,0.00000,0.10505,8.84624,3.00000,0.18000,0.07746,0.00000,0.00000,4.00000,1.00000,0.00000,1.05000,0.40000
1l2s_ampc_C01248419_decoy1,68.28029,1146.09910,2.70587,27.72240,84.69564,-447.97261,-32.57563,0.21381,4.39460,0.82380,0.00000,0.40170,17.46118,4.00000,0.32000,0.08944,0.00000,0.00000,6.00000,1.00000,0.00000,1.30000,0.70000
1l2s_ampc_C01249678_decoy1,63.18531,1012.77056,0.60179,20.00133,42.33321,-406.78418,-12.64624,0.00009,1.00678,0.11604,0.00000,0.11260,11.79369,3.00000,0.18000,0.07746,0.00000,0.00000,4.00000,1.00000,0.00000,1.25000,0.60000
1l2s_ampc_C01251591_decoy1,69.74323,930.01601,2.10065,31.10513,81.92923,-414.47222,-22.07589,0.01687,3.05025,0.66620,0.00000,0.13101,6.42015,4.00000,0.32000,0.08944,0.00000,0.00000,6.00000,1.00000,0.00000,1.15000,0.50000
1l2s_ampc_C01260448_decoy1,46.33547,1039.84366,0.98525,25.01950,49.66978,-372.21398,-14.04006,0.05633,1.53945,0.23876,0.00000,0.08494,8.83285,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.25000,0.50000
1l2s_ampc_C01271244_decoy1,68.72725,980.83534,0.76281,33.65028,62.00356,-404.17550,-16.19803,0.00044,1.59653,0.15511,0.00000,0.10430,11.30011,4.00000,0.32000,0.08944,0.00000,0.00000,4.00000,1.00000,0.00000,1.20000,0.50000
